word,feminine,neuter,comparative,superlative,adverb,declension,adj_stem
consensus,consensa,consensum,consensior,,,12,consens
phoenix,phoenix,phoenix,phoenicior,,,3,phoenic
neuter,neutra,neutrum,neutrior,,,12,neutr
anterior,anterior,anterius,anteriorior,,,12,anterior
servus,serva,servum,servior,,,12,serv
exterior,exterior,exterius,exteriorior,,,12,exterior
interior,interior,interius,interiorior,,,12,interior
complex,complex,complex,complicior,,,3,complic
integer,integra,integrum,integrior,integerrimus,,12,integr
unus,una,unum,unior,,,12,un
foetus,foeta,foetum,foetior,,,12,foet
alter,altera,alterum,alterior,,,12,alter
accusabilis,accusabilis,accusabile,accusabilior,,,3,accusabil
multicolor,multicolor,multicolor,multicolorior,,,3,multicolor
pauper,pauper,pauper,pauperior,pauperrimus,,3,pauper
dis,dis,dis,ditior,ditissimus,,3,dit
alumnus,alumna,alumnum,alumnior,,,12,alumn
romanus,romana,romanum,romanior,,romane,12,roman
Christianus,Christiana,Christianum,Christianior,,,12,Christian
frigidus,frigida,frigidum,frigidior,frigidissimus,frigide,12,frigid
sagittarius,sagittaria,sagittarium,sagittariior,,,12,sagittari
veteranus,veterana,veteranum,veteranior,,,12,veteran
vetus,vetus,vetus,vetustior,vetustissimus,,3,veter
sufflavus,sufflava,sufflavum,sufflavior,,,12,sufflav
subniger,subnigra,subnigrum,subnigrior,,,12,subnigr
exoticus,exotica,exoticum,exoticior,,,12,exotic
verus,vera,verum,verior,verissimus,vere,12,ver
zodiacus,zodiaca,zodiacum,zodiacior,,,12,zodiac
amphibius,amphibia,amphibium,amphibiior,,,12,amphibi
Latinus,Latina,Latinum,Latinior,,Latine,12,Latin
librarius,libraria,librarium,librariior,,,12,librari
latus,lata,latum,latior,latissimus,late,12,lat
liber,libera,liberum,liberior,liberrimus,libere,12,liber
magicus,magica,magicum,magicior,,,12,magic
animalis,animalis,animale,animalior,,,3,animal
polaris,polaris,polare,polarior,,,3,polar
philosophus,philosopha,philosophum,philosophior,,philosophe,12,philosoph
abominabilis,abominabilis,abominabile,abominabilior,,,3,abominabil
geminus,gemina,geminum,geminior,,,12,gemin
sinister,sinistra,sinistrum,sinistrior,sinistimus,,12,sinistr
cordipugus,cordipuga,cordipugum,cordipugior,,,12,cordipug
reus,rea,reum,reior,,,12,re
primus,prima,primum,primior,,primo,12,prim
rhetoricus,rhetorica,rhetoricum,rhetoricoteros,,,12,rhetoric
alius,alia,aliud,alteriior,,,12,alteri
mundus,munda,mundum,mundior,mundissimus,munditer,12,mund
ominosus,ominosa,ominosum,ominosior,,,12,ominos
sons,sons,sons,sontior,,,3,sont
atomus,atoma,atomum,atomior,,,12,atom
australis,australis,australe,australior,australissimus,,3,austral
infans,infans,infans,infantior,infantissimus,,3,infant
facetus,faceta,facetum,facetior,facetissimus,,12,facet
togatus,togata,togatum,togatior,,,12,togat
albus,alba,album,albior,albissimus,,12,alb
anxius,anxia,anxium,magis anxius,maxime anxius,,12,anxi
filialis,filialis,filiale,filialior,,,3,filial
bonus,bona,bonum,melior,optimus,bene,12,bon
secundus,secunda,secundum,secundior,,,12,secund
amicus,amica,amicum,amicior,amicissimus,amice,12,amic
masculinus,masculina,masculinum,masculinior,,,12,masculin
fortis,fortis,forte,fortior,fortissimus,fortiter,3,fort
manus,mana,manum,manior,,,12,man
Graecus,Graeca,Graecum,Graecior,,,12,Graec
altus,alta,altum,altior,altissimus,alte,12,alt
clarus,clara,clarum,clarior,clarissimus,clare,12,clar
simplex,simplex,simplex,simplicior,simplicissimus,simpliciter,3,simplic
duplex,duplex,duplex,duplicior,,dupliciter,3,duplic
arcanus,arcana,arcanum,arcanior,,,12,arcan
magus,maga,magum,magior,,,12,mag
Alpinus,Alpina,Alpinum,Alpinior,,,12,Alpin
zonarius,zonaria,zonarium,zonariior,,,12,zonari
relativus,relativa,relativum,relativior,,relative,12,relativ
fractus,fracta,fractum,fractior,,,12,fract
senex,senex,senex,senior,senissimus,,3,sen
liniger,linigera,linigerum,linigerior,,,12,liniger
idoneus,idonea,idoneum,magis idoneus,maxime idoneus,idonee,12,idone
novus,nova,novum,novior,novissimus,nove,12,nov
ineffabilis,ineffabilis,ineffabile,ineffabilior,,,3,ineffabil
abusivus,abusiva,abusivum,abusivior,,,12,abusiv
infelix,infelix,infelix,infelicior,infelicissimus,infeliciter,3,infelic
gnarus,gnara,gnarum,gnarior,,,12,gnar
unicus,unica,unicum,unicior,,unice,12,unic
solus,sola,solum,solior,,,12,sol
strategematicus,strategematica,strategematicum,strategematicior,,,12,strategematic
machinalis,machinalis,machinale,machinalior,,,3,machinal
machinarius,machinaria,machinarium,machinariior,,,12,machinari
pernecessarius,pernecessaria,pernecessarium,pernecessariior,,,12,pernecessari
cornipes,cornipes,cornipes,cornipedior,,,3,corniped
astrapoplectus,astrapoplecta,astrapoplectum,astrapoplectior,,,12,astrapoplect
centiceps,centiceps,centiceps,centicipitior,,,3,centicipit
nudus,nuda,nudum,nudior,,,12,nud
venenifer,venenifera,veneniferum,veneniferior,,,12,venenifer
venenosus,venenosa,venenosum,venenosior,,,12,venenos
virulentus,virulenta,virulentum,virulentior,virulentissimus,virulente,12,virulent
illecebrosus,illecebrosa,illecebrosum,illecebrosior,illecebrosissimus,illecebrose,12,illecebros
ludificatorius,ludificatoria,ludificatorium,ludificatoriior,,,12,ludificatori
urniger,urnigera,urnigerum,urnigerior,,,12,urniger
turriger,turrigera,turrigerum,turrigerior,,,12,turriger
thyrsiger,thyrsigera,thyrsigerum,thyrsigerior,,,12,thyrsiger
tridentiger,tridentigera,tridentigerum,tridentigerior,,,12,tridentiger
tricorniger,tricornigera,tricornigerum,tricornigerior,,,12,tricorniger
phoeniceus,phoenicea,phoeniceum,phoeniceior,,,12,phoenice
peltifer,peltifera,peltiferum,peltiferior,,,12,peltifer
frigidulus,frigidula,frigidulum,frigidulior,,,12,frigidul
cataphractus,cataphracta,cataphractum,cataphractior,,,12,cataphract
angelicus,angelica,angelicum,angelicior,,,12,angelic
triumphatorius,triumphatoria,triumphatorium,triumphatoriior,,,12,triumphatori
portabilis,portabilis,portabile,portabilior,,,3,portabil
phantasticus,phantastica,phantasticum,phantasticior,,,12,phantastic
hierographicus,hierographica,hierographicum,hierographicior,,,12,hierographic
hieroglyphicus,hieroglyphica,hieroglyphicum,hieroglyphicior,,,12,hieroglyphic
rancidulus,rancidula,rancidulum,rancidulior,,,12,rancidul
sanguineus,sanguinea,sanguineum,sanguineior,,,12,sanguine
gibber,gibbera,gibberum,gibberior,,,12,gibber
rancidus,rancida,rancidum,rancidior,,,12,rancid
psittacinus,psittacina,psittacinum,psittacinior,,,12,psittacin
iracundus,iracunda,iracundum,iracundior,,iracunde,12,iracund
undicola,undicola,undicola,undicolior,,,1,undicol
silvifragus,silvifraga,silvifragum,silvifragior,,,12,silvifrag
aquigenus,aquigena,aquigenum,aquigenior,,,12,aquigen
saxifragus,saxifraga,saxifragum,saxifragior,,,12,saxifrag
ossifragus,ossifraga,ossifragum,ossifragior,,,12,ossifrag
saxigenus,saxigena,saxigenum,saxigenior,,,12,saxigen
caeligenus,caeligena,caeligenum,caeligenior,,,12,caeligen
semifer,semifera,semiferum,semiferior,,,12,semifer
phagedaenicus,phagedaenica,phagedaenicum,phagedaenicior,,,12,phagedaenic
draconigena,draconigena,draconigena,draconigenior,,,1,draconigen
omnivagus,omnivaga,omnivagum,omnivagior,,,12,omnivag
quadrupes,quadrupes,quadrupes,quadrupedior,,,3,quadruped
ignivagus,ignivaga,ignivagum,ignivagior,,,12,ignivag
noctivagus,noctivaga,noctivagum,noctivagior,,,12,noctivag
famulus,famula,famulum,famulior,,,12,famul
italicus,italica,italicum,italicior,,,12,italic
verminosus,verminosa,verminosum,verminosior,,,12,verminos
cinericius,cinericia,cinericium,cinericiior,,,12,cinerici
fetus,feta,fetum,fetior,,,12,fet
volucripes,volucripes,volucripes,volucripedior,,,3,volucriped
versipellis,versipellis,versipelle,versipellior,,,3,versipell
armiger,armigera,armigerum,armigerior,,,12,armiger
par,par,par,parior,parissimus,pariter,3,par
caecus,caeca,caecum,caecior,,,12,caec
piscosus,piscosa,piscosum,piscosior,,,12,piscos
leoninus,leonina,leoninum,leoninior,,,12,leonin
caninus,canina,caninum,caninior,,,12,canin
bovinus,bovina,bovinum,bovinior,,,12,bovin
tigrinus,tigrina,tigrinum,tigrinior,,,12,tigrin
Bubastius,Bubastia,Bubastium,Bubastiior,,,12,Bubasti
lupinus,lupina,lupinum,lupinior,,,12,lupin
elephantinus,elephantina,elephantinum,elephantinior,,,12,elephantin
sagus,saga,sagum,sagior,,,12,sag
struthius,struthia,struthium,struthiior,,,12,struthi
Dialis,Dialis,Diale,Dialior,,,3,Dial
exos,exos,exos,exossior,,,3,exoss
hydrophobicus,hydrophobica,hydrophobicum,hydrophobicior,,,12,hydrophobic
hydrophobus,hydrophoba,hydrophobum,hydrophobior,,,12,hydrophob
inops,inops,inops,inopior,,,3,inop
horrendus,horrenda,horrendum,horrendior,,,12,horrend
scelestus,scelesta,scelestum,scelestior,scelestissimus,,12,scelest
sapphiratus,sapphirata,sapphiratum,sapphiratior,,,12,sapphirat
cruentus,cruenta,cruentum,cruentior,,cruente,12,cruent
patruus,patrua,patruum,patruior,,,12,patru
sanus,sana,sanum,sanior,,sane,12,san
alatus,alata,alatum,alatior,,,12,alat
patruelis,patruelis,patruele,patruelior,,,3,patruel
debilis,debilis,debile,debilior,debilissimus,,3,debil
flavus,flava,flavum,flavior,flavissimus,,12,flav
chirurgius,chirurgia,chirurgium,chirurgiior,,,12,chirurgi
dignus,digna,dignum,dignior,dignissimus,,12,dign
prior,prior,prior,priorior,primus,,3,prior
cereus,cerea,cereum,cereior,,,12,cere
macer,macra,macrum,macrior,macerrimus,,12,macr
umber,umbra,umbrum,umbrior,,,12,umbr
biceps,biceps,biceps,bicipitior,,,3,bicipit
triceps,triceps,triceps,tricipitior,,,3,tricipit
prosper,prospera,prosperum,prosperior,,,12,prosper
ridiculus,ridicula,ridiculum,ridiculior,ridiculissimus,ridicule,12,ridicul
diabolicus,diabolica,diabolicum,diabolicior,,,12,diabolic
candidus,candida,candidum,candidior,candidissimus,,12,candid
dexter,dextera,dexterum,dexterior,dextimus,,12,dexter
redux,redux,redux,reducior,,,3,reduc
victor,victor,victor,victorior,,,3,victor
mediocris,mediocris,mediocre,mediocrior,medioximus,mediocriter,3,mediocr
omnis,omnis,omne,omnior,,,3,omn
magnus,magna,magnum,maior,maximus,,12,magn
habilis,habilis,habile,habilior,,,3,habil
regalis,regalis,regale,regalior,,regaliter,3,regal
sarcophagus,sarcophaga,sarcophagum,sarcophagior,,,12,sarcophag
digitalis,digitalis,digitale,digitalior,,,3,digital
census,censa,censum,censior,,,12,cens
maestus,maesta,maestum,maestior,maestissimus,maeste,12,maest
pluralis,pluralis,plurale,pluralior,,,3,plural
domesticus,domestica,domesticum,domesticior,,,12,domestic
tener,tenera,tenerum,tenerior,tenerrimus,tenere,12,tener
campester,campestris,campestre,campestrior,,,3,campestr
masculus,mascula,masculum,masculior,,,12,mascul
multiplex,multiplex,multiplex,multiplicior,,multipliciter,3,multiplic
Dunelmensis,Dunelmensis,Dunelmense,Dunelmensior,,,3,Dunelmens
tangibilis,tangibilis,tangibile,tangibilior,,,3,tangibil
carnivorus,carnivora,carnivorum,carnivorior,,,12,carnivor
iubatus,iubata,iubatum,iubatior,,,12,iubat
anatinus,anatina,anatinum,anatinior,,,12,anatin
concolor,concolor,concolor,concolorior,,,3,concolor
rufus,rufa,rufum,rufior,,,12,ruf
porcinus,porcina,porcinum,porcinior,,,12,porcin
fidelis,fidelis,fidele,fidelior,fidelissimus,fideliter,3,fidel
docilis,docilis,docile,docilior,,,3,docil
vigil,vigil,vigil,vigilior,,,3,vigil
pubes,pubes,pubes,puberior,,,3,puber
suavis,suavis,suave,suavior,suavissimus,suave,3,suav
radicalis,radicalis,radicale,radicalior,,,3,radical
Apuleius,Apuleia,Apuleium,Apuleiior,,,12,Apulei
Orpheus,Orphea,Orpheum,Orpheior,,,12,Orphe
puerilis,puerilis,puerile,puerilior,puerilissimus,pueriliter,3,pueril
homosexualis,homosexualis,homosexuale,homosexualior,,,3,homosexual
incus,inca,incum,incior,,,12,inc
sinensis,sinensis,sinense,sinensior,,,3,sinens
Sinensis,Sinensis,Sinense,Sinensior,,,3,Sinens
Afer,Afra,Afrum,Afrior,,,12,Afr
Romanus,Romana,Romanum,Romanior,,,12,Roman
niger,nigra,nigrum,nigrior,nigerrimus,,12,nigr
december,decembris,decembre,decembrior,,,3,decembr
october,octobris,octobre,octobrior,,,3,octobr
november,novembris,novembre,novembrior,,,3,novembr
september,septembris,septembre,septembrior,,,3,septembr
periculosus,periculosa,periculosum,periculosior,periculosissimus,periculose,12,periculos
aquarius,aquaria,aquarium,aquariior,,,12,aquari
pius,pia,pium,magis pius,piissimus,pie,12,pi
proprius,propria,proprium,propriior,,,12,propri
lucifer,lucifera,luciferum,luciferior,,,12,lucifer
felix,felix,felix,felicior,felicissimus,feliciter,3,felic
tantus,tanta,tantum,tantior,,,12,tant
incognitus,incognita,incognitum,incognitior,,,12,incognit
intactus,intacta,intactum,intactior,,,12,intact
azureus,azurea,azureum,azureior,,,12,azure
hilaris,hilaris,hilare,hilarior,hilarissimus,hilare,3,hilar
atrox,atrox,atrox,atrocior,atrocissimus,atrociter,3,atroc
conifer,conifera,coniferum,coniferior,,,12,conifer
liquidus,liquida,liquidum,liquidior,,,12,liquid
solidus,solida,solidum,solidior,solidissimus,solide,12,solid
gratus,grata,gratum,gratior,gratissimus,grate,12,grat
vagus,vaga,vagum,vagior,,,12,vag
quadriceps,quadriceps,quadriceps,quadricipitior,,,3,quadricipit
lubricus,lubrica,lubricum,lubricior,,,12,lubric
tricolor,tricolor,tricolor,tricolorior,,,3,tricolor
velox,velox,velox,velocior,velocissimus,velociter,3,veloc
acer,acris,acre,acrior,acerrimus,acriter,3,acr
querquetulanus,querquetulana,querquetulanum,querquetulanior,,,12,querquetulan
grandis,grandis,grande,grandior,grandissimus,grande,3,grand
lenis,lenis,lene,lenior,lenissimus,lene,3,len
vacuus,vacua,vacuum,vacuior,,,12,vacu
agrosus,agrosa,agrosum,agrosior,,,12,agros
medicus,medica,medicum,medicior,,,12,medic
parvus,parva,parvum,minor,minimus,,12,parv
laevus,laeva,laevum,laevior,,,12,laev
obliquus,obliqua,obliquum,obliquior,,,12,obliqu
acerbus,acerba,acerbum,acerbior,acerbissimus,acerbe,12,acerb
durus,dura,durum,durior,durissimus,dure,12,dur
infinitus,infinita,infinitum,infinitior,,,12,infinit
plurimus,plurima,plurimum,plurimior,,,12,plurim
multus,multa,multum,plus,plurimus,multo,12,mult
difficilis,difficilis,difficile,difficilior,difficillimus,difficulter,3,difficil
dives,dives,dives,divitior,divitissimus,,3,divit
ullus,ulla,ullum,ullior,,,12,ull
facilis,facilis,facile,facilior,facillimus,facile,3,facil
certus,certa,certum,certior,certissimus,certe,12,cert
longus,longa,longum,longior,longissimus,longe,12,long
malus,mala,malum,peior,pessimus,male,12,mal
merus,mera,merum,merior,,,12,mer
talis,talis,tale,talior,,taliter,3,tal
quantus,quanta,quantum,quantior,,,12,quant
tardus,tarda,tardum,tardior,tardissimus,tarde,12,tard
tenebrosus,tenebrosa,tenebrosum,tenebrosior,tenebrosissimus,,12,tenebros
mas,mas,mas,marior,,,3,mar
aequus,aequa,aequum,aequior,aequissimus,aeque,12,aequ
virilis,virilis,virile,virilior,virilissimus,viriliter,3,viril
foedus,foeda,foedum,foedior,foedissimus,foede,12,foed
isosceles,isosceles,isosceles,isoscelior,,,3,isoscel
redivivus,rediviva,redivivum,redivivior,,,12,rediviv
miser,misera,miserum,miserior,miserrimus,misere or miseriter,12,miser
romanicus,romanica,romanicum,romanicior,,romanice,12,romanic
ales,ales,ales,alitior,,,3,alit
acidophilus,acidophila,acidophilum,acidophilior,,,12,acidophil
vapidus,vapida,vapidum,vapidior,,,12,vapid
gallus,galla,gallum,gallior,,,12,gall
delicatus,delicata,delicatum,delicatior,delicatissimus,,12,delicat
almus,alma,almum,almior,,,12,alm
recens,recens,recens,recentior,recentissimus,,3,recent
fascicularis,fascicularis,fasciculare,fascicularior,,,3,fascicular
montanus,montana,montanum,montanior,,,12,montan
aequalis,aequalis,aequale,aequalior,aequalissimus,aequaliter,3,aequal
Marius,Maria,Marium,Mariior,,,12,Mari
arbustus,arbusta,arbustum,arbustior,,,12,arbust
agilis,agilis,agile,agilior,agilissimus,agiliter,3,agil
araneus,aranea,araneum,araneior,,,12,arane
aeger,aegra,aegrum,aegrior,aegerrimus,aegre,12,aegr
alarius,alaria,alarium,alariior,,,12,alari
augustus,augusta,augustum,augustior,augustissimus,,12,august
unicolor,unicolor,unicolor,unicolorior,,,3,unicolor
cops,cops,cops,copior,,,3,cop
ieiunus,ieiuna,ieiunum,ieiunior,,,12,ieiun
Cepheus,Cephea,Cepheum,Cepheior,,,12,Cephe
austrinus,austrina,austrinum,austrinior,,,12,austrin
sanguinarius,sanguinaria,sanguinarium,sanguinariior,,,12,sanguinari
borealis,borealis,boreale,borealior,borealissimus,,3,boreal
notorius,notoria,notorium,notoriior,,,12,notori
peregrinus,peregrina,peregrinum,peregrinior,,,12,peregrin
turpis,turpis,turpe,turpior,turpissimus,turpiter,3,turp
pulcher,pulchra,pulchrum,pulchrior,pulcherrimus,pulchre,12,pulchr
ferrarius,ferraria,ferrarium,ferrariior,,,12,ferrari
teres,teres,teres,teretior,,,3,teret
ignicomans,ignicomans,ignicomans,ignicomantior,,,3,ignicomant
porosus,porosa,porosum,porosior,,,12,poros
uraeus,uraea,uraeum,uraeior,,,12,urae
bellus,bella,bellum,bellior,,belle,12,bell
asinus,asina,asinum,asinior,,,12,asin
polyanthus,polyantha,polyanthum,polyanthior,,,12,polyanth
viridis,viridis,viride,viridior,viridissimus,,3,virid
triangulus,triangula,triangulum,triangulior,,,12,triangul
venaticus,venatica,venaticum,venaticior,,,12,venatic
amarus,amara,amarum,amarior,amarissimus,amariter,12,amar
Gallus,Galla,Gallum,Gallior,,,12,Gall
argenteus,argentea,argenteum,argenteior,,,12,argente
quinarius,quinaria,quinarium,quinariior,,,12,quinari
denarius,denaria,denarium,denariior,,,12,denari
aureus,aurea,aureum,aureior,,,12,aure
nugatorius,nugatoria,nugatorium,nugatoriior,,,12,nugatori
orthogonius,orthogonia,orthogonium,orthogoniior,,,12,orthogoni
curtus,curta,curtum,curtior,,,12,curt
securus,secura,securum,securior,,secure,12,secur
dirus,dira,dirum,dirior,dirissimus,,12,dir
fartus,farta,fartum,fartior,,fartim,12,fart
ferus,fera,ferum,ferior,,,12,fer
fatuus,fatua,fatuum,fatuior,,,12,fatu
lentus,lenta,lentum,lentior,lentissimus,lente,12,lent
orbus,orba,orbum,orbior,,,12,orb
medius,media,medium,magis medius,medioximus,,12,medi
mollis,mollis,molle,mollior,mollissimus,molliter,3,moll
siccus,sicca,siccum,siccior,,,12,sicc
gravis,gravis,grave,gravior,gravissimus,graviter,3,grav
vanus,vana,vanum,vanior,vanissimus,,12,van
totus,tota,totum,totior,,,12,tot
patheticus,pathetica,patheticum,patheticior,,pathetice,12,pathetic
pullus,pulla,pullum,pullior,,,12,pull
vilis,vilis,vile,vilior,vilissimus,,3,vil
nitidus,nitida,nitidum,nitidior,nitidissimus,,12,nitid
celer,celeris,celere,celerior,celerrimus,celeriter,3,celer
badius,badia,badium,badiior,,,12,badi
calidus,calida,calidum,calidior,calidissimus,,12,calid
dulcis,dulcis,dulce,dulcior,dulcissimus,dulce,3,dulc
brevis,brevis,breve,brevior,brevissimus,breviter,3,brev
levis,levis,leve,levior,levissimus,leviter,3,lev
rudis,rudis,rude,rudior,,,3,rud
libidinosus,libidinosa,libidinosum,libidinosior,libidinosissimus,,12,libidinos
linguatus,linguata,linguatum,linguatior,,,12,linguat
Gallius,Gallia,Gallium,Galliior,,,12,Galli
fidus,fida,fidum,fidior,fidissimus,,12,fid
manis,manis,mane,manior,,,3,man
clemens,clemens,clemens,clementior,clementissimus,clementer,3,clement
putus,puta,putum,putior,,,12,put
solutus,soluta,solutum,solutior,solutissimus,,12,solut
uter,utra,utrum,utrior,,,12,utr
impar,impar,impar,imparior,,impariter,3,impar
silvestris,silvestris,silvestre,silvestrior,,,3,silvestr
ruralis,ruralis,rurale,ruralior,,,3,rural
rusticus,rustica,rusticum,rusticior,,,12,rustic
purus,pura,purum,purior,purissimus,pure,12,pur
mendax,mendax,mendax,mendacior,mendacissimus,mendaciter,3,mendac
maritus,marita,maritum,maritior,,,12,marit
rebellis,rebellis,rebelle,rebellior,,,3,rebell
plenus,plena,plenum,plenior,plenissimus,plene,12,plen
mirabilis,mirabilis,mirabile,mirabilior,,mirabiliter,3,mirabil
suppus,suppa,suppum,suppior,,,12,supp
salax,salax,salax,salacior,,,3,salac
sextilis,sextilis,sextile,sextilior,,,3,sextil
formosus,formosa,formosum,formosior,formosissimus,formose,12,formos
Quintilis,Quintilis,Quintile,Quintilior,,,3,Quintil
parens,parens,parens,parentior,,,3,parent
Alanus,Alana,Alanum,Alanior,,,12,Alan
teter,tetra,tetrum,tetrior,teterrimus,,12,tetr
citer,citra,citrum,citerior,citimus,,12,citr
clandestinus,clandestina,clandestinum,clandestinior,,,12,clandestin
vicarius,vicaria,vicarium,vicariior,,,12,vicari
exiguus,exigua,exiguum,exiguior,,,12,exigu
internecivus,interneciva,internecivum,internecivior,,,12,interneciv
asper,aspera,asperum,asperior,asperrimus,aspere,12,asper
tutus,tuta,tutum,tutior,tutissimus,tute,12,tut
vulgaris,vulgaris,vulgare,vulgarior,vulgarissimus,vulgare,3,vulgar
muratus,murata,muratum,muratior,,,12,murat
odiosus,odiosa,odiosum,odiosior,,,12,odios
-aster,-astra,-astrum,-astrior,,,12,-astr
taciturnus,taciturna,taciturnum,taciturnior,,,12,taciturn
spadix,spadix,spadix,spadicior,,,3,spadic
canus,cana,canum,canior,,,12,can
socius,socia,socium,sociior,,,12,soci
ebrius,ebria,ebrium,ebriior,,,12,ebri
locuples,locuples,locuples,locupletior,locupletissimus,,3,locuplet
fretus,freta,fretum,fretior,,,12,fret
germanus,germana,germanum,germanior,,germane,12,german
iuvencus,iuvenca,iuvencum,iuvencior,,,12,iuvenc
hastatus,hastata,hastatum,hastatior,,,12,hastat
vinifer,vinifera,viniferum,viniferior,,,12,vinifer
triplex,triplex,triplex,triplicior,,tripliciter,3,triplic
adulescens,adulescens,adulescens,adulescentior,,,3,adulescent
cyzicenus,cyzicena,cyzicenum,cyzicenior,,,12,cyzicen
lugubris,lugubris,lugubre,lugubrior,,lugubre,3,lugubr
bestiarius,bestiaria,bestiarium,bestiariior,,,12,bestiari
gracilis,gracilis,gracile,gracilior,gracillimus,graciliter,3,gracil
elegans,elegans,elegans,elegantior,elegantissimus,eleganter,3,elegant
captivus,captiva,captivum,captivior,,,12,captiv
dorsalis,dorsalis,dorsale,dorsalior,,,3,dorsal
diurnus,diurna,diurnum,diurnior,,,12,diurn
madagascariensis,madagascariensis,madagascariense,madagascariensior,,,3,madagascariens
bicolor,bicolor,bicolor,bicolorior,,,3,bicolor
capensis,capensis,capense,capensior,,,3,capens
affinis,affinis,affine,affinior,,,3,affin
occidentalis,occidentalis,occidentale,occidentalior,,,3,occidental
orientalis,orientalis,orientale,orientalior,,,3,oriental
crassus,crassa,crassum,crassior,crassissimus,,12,crass
pompatus,pompata,pompatum,pompatior,,,12,pompat
uncus,unca,uncum,uncior,,,12,unc
volaticus,volatica,volaticum,volaticior,,,12,volatic
antiquus,antiqua,antiquum,antiquior,antiquissimus,,12,antiqu
grammaticus,grammatica,grammaticum,grammaticior,,,12,grammatic
suburbanus,suburbana,suburbanum,suburbanior,,,12,suburban
Pompeius,Pompeia,Pompeium,Pompeiior,,,12,Pompei
truculentus,truculenta,truculentum,truculentior,,,12,truculent
bassus,bassa,bassum,bassior,,,12,bass
discolor,discolor,discolor,discolorior,,,3,discolor
moribundus,moribunda,moribundum,moribundior,,,12,moribund
hibernus,hiberna,hibernum,hibernior,,,12,hibern
Theseus,Thesea,Theseum,Theseior,,,12,These
sacerdotalis,sacerdotalis,sacerdotale,sacerdotalior,,,3,sacerdotal
sacer,sacra,sacrum,sacrior,sacerrimus,,3,sacr
Petraeus,Petraea,Petraeum,Petraeior,,,12,Petrae
princeps,princeps,princeps,principior,,,3,princip
litteratus,litterata,litteratum,litteratior,litteratissimus,litterate,12,litterat
superbus,superba,superbum,superbior,superbissimus,superbe,12,superb
genetivus,genetiva,genetivum,genetivior,,,12,genetiv
ensifer,ensifera,ensiferum,ensiferior,,,12,ensifer
adulter,adultera,adulterum,adulterior,,,12,adulter
fiscalis,fiscalis,fiscale,fiscalior,,,3,fiscal
primarius,primaria,primarium,primariior,,,12,primari
solaris,solaris,solare,solarior,,,3,solar
fortunatus,fortunata,fortunatum,fortunatior,fortunatissimus,fortunate,12,fortunat
ferox,ferox,ferox,ferocior,ferocissimus,ferociter,3,feroc
pernix,pernix,pernix,pernicior,pernicissimus,perniciter,3,pernic
mutuus,mutua,mutuum,mutuior,,mutuo,12,mutu
auspicatus,auspicata,auspicatum,auspicatior,,auspicato,12,auspicat
purpureus,purpurea,purpureum,purpureior,,,12,purpure
quadruplex,quadruplex,quadruplex,quadruplicior,,,3,quadruplic
abiegnus,abiegna,abiegnum,abiegnior,,,12,abiegn
inimicus,inimica,inimicum,inimicior,inimicissimus,,12,inimic
rugosus,rugosa,rugosum,rugosior,,,12,rugos
camerarius,cameraria,camerarium,camerariior,,,12,camerari
avarus,avara,avarum,avarior,avarissimus,avare,12,avar
stultus,stulta,stultum,stultior,stultissimus,stulte,12,stult
nefarius,nefaria,nefarium,nefariior,,,12,nefari
vetulus,vetula,vetulum,vetulior,,,12,vetul
sardonius,sardonia,sardonium,sardoniior,,,12,sardoni
cavus,cava,cavum,cavior,,,12,cav
scrupulosus,scrupulosa,scrupulosum,scrupulosior,,,12,scrupulos
furibundus,furibunda,furibundum,furibundior,,,12,furibund
magnanimus,magnanima,magnanimum,magis magnanimus,maxime magnanimus,,12,magnanim
mellitus,mellita,mellitum,mellitior,,,12,mellit
ignavus,ignava,ignavum,ignavior,ignavissimus,,12,ignav
Libyssus,Libyssa,Libyssum,Libyssior,,,12,Libyss
aestuosus,aestuosa,aestuosum,aestuosior,,,12,aestuos
furtivus,furtiva,furtivum,furtivior,,,12,furtiv
fluvialis,fluvialis,fluviale,fluvialior,,,3,fluvial
anularis,anularis,anulare,anularior,,,3,anular
bucolicus,bucolica,bucolicum,bucolicior,,,12,bucolic
laetus,laeta,laetum,laetior,laetissimus,laete,12,laet
histrionalis,histrionalis,histrionale,histrionalior,,,3,histrional
histrionicus,histrionica,histrionicum,histrionicior,,,12,histrionic
reptilis,reptilis,reptile,reptilior,,,3,reptil
invitus,invita,invitum,invitior,invitissimus,,12,invit
lepidus,lepida,lepidum,lepidior,lepidissimus,lepide,12,lepid
aridus,arida,aridum,aridior,aridissimus,,12,arid
incertus,incerta,incertum,incertior,incertissimus,,12,incert
binominis,binominis,binomine,binominior,,,3,binomin
memorabilis,memorabilis,memorabile,memorabilior,,,3,memorabil
apoplecticus,apoplectica,apoplecticum,apoplecticior,,,12,apoplectic
indigena,indigena,indigena,indigenior,,,1,indigen
vastus,vasta,vastum,vastior,vastissimus,,12,vast
mortalis,mortalis,mortale,mortalior,,,3,mortal
fatalis,fatalis,fatale,fatalior,,fataliter,3,fatal
cadaverosus,cadaverosa,cadaverosum,cadaverosior,,,12,cadaveros
mortifer,mortifera,mortiferum,mortiferior,,,12,mortifer
ceterus,cetera,ceterum,ceterior,,,12,ceter
Campanus,Campana,Campanum,Campanior,,,12,Campan
