word,feminine,neuter,comparative,superlative,adverb,declension,adj_stem
Casinensis,Casinensis,Casinense,Casinensior,,,3,Casinens
spathaceus,spathacea,spathaceum,spathaceior,,,12,spathace
expavidus,expavida,expavidum,expavidior,,,12,expavid
amphemerinos,amphemerinos,amphemerinon,amphemerinior,,,2,amphemerin
anodynus,anodyna,anodynum,anodynior,,,12,anodyn
adespotus,adespota,adespotum,adespotior,,,12,adespot
anodynos,anodynos,anodynon,anodynior,,,2,anodyn
adespotos,adespota,adespoton,adespotior,,,2,adespot
florilegus,florilega,florilegum,florilegior,,,12,florileg
sortilegus,sortilega,sortilegum,sortilegior,,,12,sortileg
cervisialis,cervisialis,cervisiale,cervisialior,,,3,cervisial
Fescenninus,Fescennina,Fescenninum,Fescenninior,,,12,Fescennin
oxyrhynchus,oxyrhyncha,oxyrhynchum,oxyrhynchior,,,12,oxyrhynch
Narbonensis,Narbonensis,Narbonense,Narbonensior,,,3,Narbonens
Corinensis,Corinensis,Corinense,Corinensior,,,3,Corinens
alascanus,alascana,alascanum,alascanior,,,12,alascan
Westmonasteriensis,Westmonasteriensis,Westmonasteriense,Westmonasteriensior,,,3,Westmonasteriens
cerevisialis,cerevisialis,cerevisiale,cerevisialior,,,3,cerevisial
thracius,thracia,thracium,thraciior,,,12,thraci
thrax,thrax,thrax,thracior,,,3,thrac
plasticus,plastica,plasticum,plasticior,,,12,plastic
acrufolius,acrufolia,acrufolium,acrufoliior,,,12,acrufoli
stipitatus,stipitata,stipitatum,stipitatior,,,12,stipitat
tenuistipitatus,tenuistipitata,tenuistipitatum,tenuistipitatior,,,12,tenuistipitat
liratus,lirata,liratum,liratior,,,12,lirat
theosophus,theosopha,theosophum,theosophior,,,12,theosoph
puerarius,pueraria,puerarium,puerariior,,,12,puerari
Caribaeus,Caribaea,Caribaeum,Caribaeior,,,12,Caribae
bicinctus,bicincta,bicinctum,bicinctior,,,12,bicinct
Caspius,Caspia,Caspium,Caspiior,,,12,Caspi
ardesiacus,ardesiaca,ardesiacum,ardesiacior,,,12,ardesiac
indeclivis,indeclivis,indeclive,indeclivior,,,3,indecliv
polychronius,polychronia,polychronium,polychroniior,,,12,polychroni
nunciatorius,nunciatoria,nunciatorium,nunciatoriior,,,12,nunciatori
nuntiatorius,nuntiatoria,nuntiatorium,nuntiatoriior,,,12,nuntiatori
nunciativus,nunciativa,nunciativum,nunciativior,,,12,nunciativ
sidereus,siderea,sidereum,sidereior,,,12,sidere
coxarius,coxaria,coxarium,coxariior,,,12,coxari
plautus,plauta,plautum,plautior,,,12,plaut
sophus,sopha,sophum,sophior,,,12,soph
theosophicus,theosophica,theosophicum,theosophicior,,,12,theosophic
viaticus,viatica,viaticum,viaticior,,,12,viatic
adjectivalis,adjectivalis,adjectivale,adjectivalior,,,3,adjectival
emesenus,emesena,emesenum,emesenior,,,12,emesen
pilatus,pilata,pilatum,pilatior,,,12,pilat
algarvensis,algarvensis,algarvense,algarvensior,,,3,algarvens
licinus,licina,licinum,licinior,,,12,licin
tyrius,tyria,tyrium,tyriior,,,12,tyri
Brunsvicensis,Brunsvicensis,Brunsvicense,Brunsvicensior,,,3,Brunsvicens
Bavarus,Bavara,Bavarum,Bavarior,,,12,Bavar
Aristophanius,Aristophania,Aristophanium,Aristophaniior,,,12,Aristophani
Aristophaneus,Aristophanea,Aristophaneum,Aristophaneior,,,12,Aristophane
eluctabilis,eluctabilis,eluctabile,eluctabilior,,,3,eluctabil
ineluctabilis,ineluctabilis,ineluctabile,ineluctabilior,,,3,ineluctabil
amburbialis,amburbialis,amburbiale,amburbialior,,,3,amburbial
avtus,avta,avtum,avtior,,,12,avt
avctus,avcta,avctum,avctior,,,12,avct
saltabundus,saltabunda,saltabundum,saltabundior,,,12,saltabund
spumabundus,spumabunda,spumabundum,spumabundior,,,12,spumabund
reptabundus,reptabunda,reptabundum,reptabundior,,,12,reptabund
ructabundus,ructabunda,ructabundum,ructabundior,,,12,ructabund
salutabundus,salutabunda,salutabundum,salutabundior,,,12,salutabund
stomachabundus,stomachabunda,stomachabundum,stomachabundior,,,12,stomachabund
sudabundus,sudabunda,sudabundum,sudabundior,,,12,sudabund
tentabundus,tentabunda,tentabundum,tentabundior,,,12,tentabund
speculabundus,speculabunda,speculabundum,speculabundior,,,12,speculabund
temptabundus,temptabunda,temptabundum,temptabundior,,,12,temptabund
rimabundus,rimabunda,rimabundum,rimabundior,,,12,rimabund
sitibundus,sitibunda,sitibundum,sitibundior,,,12,sitibund
undabundus,undabunda,undabundum,undabundior,,,12,undabund
tuburcinabundus,tuburcinabunda,tuburcinabundum,tuburcinabundior,,,12,tuburcinabund
vastabundus,vastabunda,vastabundum,vastabundior,,,12,vastabund
tuburchinabundus,tuburchinabunda,tuburchinabundum,tuburchinabundior,,,12,tuburchinabund
verberabundus,verberabunda,verberabundum,verberabundior,,,12,verberabund
ventilabundus,ventilabunda,ventilabundum,ventilabundior,,,12,ventilabund
venerabundus,venerabunda,venerabundum,venerabundior,,,12,venerabund
versabundus,versabunda,versabundum,versabundior,,,12,versabund
pavibundus,pavibunda,pavibundum,pavibundior,,,12,pavibund
parturibundus,parturibunda,parturibundum,parturibundior,,,12,parturibund
otiabundus,otiabunda,otiabundum,otiabundior,,,12,otiabund
vibrabundus,vibrabunda,vibrabundum,vibrabundior,,,12,vibrabund
populabundus,populabunda,populabundum,populabundior,,,12,populabund
peregrinabundus,peregrinabunda,peregrinabundum,peregrinabundior,,,12,peregrinabund
periclitabundus,periclitabunda,periclitabundum,periclitabundior,,,12,periclitabund
precabundus,precabunda,precabundum,precabundior,,,12,precabund
praedabundus,praedabunda,praedabundum,praedabundior,,,12,praedabund
traumaticus,traumatica,traumaticum,traumaticior,,,12,traumatic
bisticosus,bisticosa,bisticosum,bisticosior,,,12,bisticos
aristiger,aristigera,aristigerum,aristigerior,,,12,aristiger
barbiger,barbigera,barbigerum,barbigerior,,,12,barbiger
aliger,aligera,aligerum,aligerior,,,12,aliger
Bicorniger,Bicornigera,Bicornigerum,Bicornigerior,,,12,Bicorniger
bicorniger,bicornigera,bicornigerum,bicornigerior,,,12,bicorniger
carniger,carnigera,carnigerum,carnigerior,,,12,carniger
criniger,crinigera,crinigerum,crinigerior,,,12,criniger
astriger,astrigera,astrigerum,astrigerior,,,12,astriger
ensiger,ensigera,ensigerum,ensigerior,,,12,ensiger
fraudiger,fraudigera,fraudigerum,fraudigerior,,,12,fraudiger
floriger,florigera,florigerum,florigerior,,,12,floriger
flammiger,flammigera,flammigerum,flammigerior,,,12,flammiger
fluctiger,fluctigera,fluctigerum,fluctigerior,,,12,fluctiger
fasciger,fascigera,fascigerum,fascigerior,,,12,fasciger
fraeniger,fraenigera,fraenigerum,fraenigerior,,,12,fraeniger
falciger,falcigera,falcigerum,falcigerior,,,12,falciger
contiger,contigera,contigerum,contigerior,,,12,contiger
famiger,famigera,famigerum,famigerior,,,12,famiger
monstriger,monstrigera,monstrigerum,monstrigerior,,,12,monstriger
lauriger,laurigera,laurigerum,laurigerior,,,12,lauriger
nubiger,nubigera,nubigerum,nubigerior,,,12,nubiger
mundiger,mundigera,mundigerum,mundigerior,,,12,mundiger
honoriger,honorigera,honorigerum,honorigerior,,,12,honoriger
laniger,lanigera,lanigerum,lanigerior,,,12,laniger
pinniger,pinnigera,pinnigerum,pinnigerior,,,12,pinniger
pistriger,pistrigera,pistrigerum,pistrigerior,,,12,pistriger
piniger,pinigera,pinigerum,pinigerior,,,12,piniger
plantiger,plantigera,plantigerum,plantigerior,,,12,plantiger
pelliger,pelligera,pelligerum,pelligerior,,,12,pelliger
penniger,pennigera,pennigerum,pennigerior,,,12,penniger
plagiger,plagigera,plagigerum,plagigerior,,,12,plagiger
roriger,rorigera,rorigerum,rorigerior,,,12,roriger
sceptriger,sceptrigera,sceptrigerum,sceptrigerior,,,12,sceptriger
silviger,silvigera,silvigerum,silvigerior,,,12,silviger
securiger,securigera,securigerum,securigerior,,,12,securiger
sylviger,sylvigera,sylvigerum,sylvigerior,,,12,sylviger
somniger,somnigera,somnigerum,somnigerior,,,12,somniger
sortiger,sortigera,sortigerum,sortigerior,,,12,sortiger
salutiger,salutigera,salutigerum,salutigerior,,,12,salutiger
teliger,teligera,teligerum,teligerior,,,12,teliger
spumiger,spumigera,spumigerum,spumigerior,,,12,spumiger
stelliger,stelligera,stelligerum,stelligerior,,,12,stelliger
altirostris,altirostris,altirostre,altirostrior,,,3,altirostr
Vicentiensis,Vicentiensis,Vicentiense,Vicentiensior,,,3,Vicentiens
Vicetiensis,Vicetiensis,Vicetiense,Vicetiensior,,,3,Vicetiens
Vicentinus,Vicentina,Vicentinum,Vicentinior,,,12,Vicentin
Vicetinus,Vicetina,Vicetinum,Vicetinior,,,12,Vicetin
bipalmus,bipalma,bipalmum,bipalmior,,,12,bipalm
cedarbergensis,cedarbergensis,cedarbergense,cedarbergensior,,,3,cedarbergens
barreirensis,barreirensis,barreirense,barreirensior,,,3,barreirens
flavicaudus,flavicauda,flavicaudum,flavicaudior,,,12,flavicaud
titanius,titania,titanium,titaniior,,,12,titani
cenulentus,cenulenta,cenulentum,cenulentior,,,12,cenulent
coenulentus,coenulenta,coenulentum,coenulentior,,,12,coenulent
Danaus,Danaa,Danaum,Danaior,,,12,Dana
faroensis,faroensis,faroense,faroensior,,,3,faroens
uralensis,uralensis,uralense,uralensior,,,3,uralens
pulposus,pulposa,pulposum,pulposior,,,12,pulpos
bristoliensis,bristoliensis,bristoliense,bristoliensior,,,3,bristoliens
Maius,Maia,Maium,Maiior,,,12,Mai
Latius,Latia,Latium,Latiior,,,12,Lati
nidiformis,nidiformis,nidiforme,nidiformior,,,3,nidiform
ranivorus,ranivora,ranivorum,ranivorior,,,12,ranivor
omnivorus,omnivora,omnivorum,omnivorior,,,12,omnivor
spiceus,spicea,spiceum,spiceior,,,12,spice
concubius,concubia,concubium,concubiior,,,12,concubi
sabbaticus,sabbatica,sabbaticum,sabbaticior,,,12,sabbatic
amonensis,amonensis,amonense,amonensior,,,3,amonens
algeriensis,algeriensis,algeriense,algeriensior,,,3,algeriens
hebeiensis,hebeiensis,hebeiense,hebeiensior,,,3,hebeiens
clavellatus,clavellata,clavellatum,clavellatior,,,12,clavellat
holosericus,holoserica,holosericum,holosericior,,,12,holoseric
melinoporphyrus,melinoporphyra,melinoporphyrum,melinoporphyrior,,,12,melinoporphyr
luricatus,luricata,luricatum,luricatior,,,12,luricat
viperinus,viperina,viperinum,viperinior,,,12,viperin
pygmeus,pygmea,pygmeum,pygmeior,,,12,pygme
somaliensis,somaliensis,somaliense,somaliensior,,,3,somaliens
sonivius,sonivia,sonivium,soniviior,,,12,sonivi
pseudoflavus,pseudoflava,pseudoflavum,pseudoflavior,,,12,pseudoflav
bomiensis,bomiensis,bomiense,bomiensior,,,3,bomiens
finmarchicus,finmarchica,finmarchicum,finmarchicior,,,12,finmarchic
Aristoneus,Aristonea,Aristoneum,Aristoneior,,,12,Aristone
Coloneus,Colonea,Coloneum,Coloneior,,,12,Colone
Maroneus,Maronea,Maroneum,Maroneior,,,12,Marone
Hibericus,Hiberica,Hibericum,Hibericior,,Hiberice,12,Hiberic
Iberus,Ibera,Iberum,Iberior,,,12,Iber
subdeltoideus,subdeltoidea,subdeltoideum,subdeltoideior,,,12,subdeltoide
innominatus,innominata,innominatum,innominatior,,,12,innominat
castanealis,castanealis,castaneale,castanealior,,,3,castaneal
castaneolus,castaneola,castaneolum,castaneolior,,,12,castaneol
ternarius,ternaria,ternarium,ternariior,,,12,ternari
quaternarius,quaternaria,quaternarium,quaternariior,,,12,quaternari
passerinus,passerina,passerinum,passerinior,,,12,passerin
virgultus,virgulta,virgultum,virgultior,,,12,virgult
aegaeus,aegaea,aegaeum,aegaeior,,,12,aegae
diatonicus,diatonica,diatonicum,diatonicior,,,12,diatonic
villaticus,villatica,villaticum,villaticior,,,12,villatic
bescanovensis,bescanovensis,bescanovense,bescanovensior,,,3,bescanovens
Cartesianus,Cartesiana,Cartesianum,Cartesianior,,,12,Cartesian
extreus,extrea,extreum,extreior,,,12,extre
inofficialis,inofficialis,inofficiale,inofficialior,,,3,inofficial
magellanicus,magellanica,magellanicum,magellanicior,,,12,magellanic
oculeus,oculea,oculeum,oculeior,,,12,ocule
gangrenosus,gangrenosa,gangrenosum,gangrenosior,,,12,gangrenos
sociabilis,sociabilis,sociabile,sociabilior,,,3,sociabil
ajoensis,ajoensis,ajoense,ajoensior,,,3,ajoens
malabarensis,malabarensis,malabarense,malabarensior,,,3,malabarens
camtschaticus,camtschatica,camtschaticum,camtschaticior,,,12,camtschatic
eucarinatus,eucarinata,eucarinatum,eucarinatior,,,12,eucarinat
Cimmerius,Cimmeria,Cimmerium,Cimmeriior,,,12,Cimmeri
alemanicus,alemanica,alemanicum,alemanicior,,,12,alemanic
trinalis,trinalis,trinale,trinalior,,trinaliter,3,trinal
quartalitius,quartalitia,quartalitium,quartalitiior,,,12,quartaliti
germinativus,germinativa,germinativum,germinativior,,,12,germinativ
quartalis,quartalis,quartale,quartalior,,,3,quartal
productivus,productiva,productivum,productivior,,,12,productiv
Euripideus,Euripidea,Euripideum,Euripideior,,,12,Euripide
iugosus,iugosa,iugosum,iugosior,iugosissimus,,12,iugos
precativus,precativa,precativum,precativior,,precative,12,precativ
jugosus,jugosa,jugosum,jugosior,jugosissimus,,12,jugos
Petronius,Petronia,Petronium,Petroniior,,,12,Petroni
Antinoanus,Antinoana,Antinoanum,Antinoanior,,,12,Antinoan
benghalensis,benghalensis,benghalense,benghalensior,,,3,benghalens
varicus,varica,varicum,varicior,,,12,varic
dulcamarus,dulcamara,dulcamarum,dulcamarior,,,12,dulcamar
Argivus,Argiva,Argivum,Argivior,,,12,Argiv
incentivus,incentiva,incentivum,incentivior,,,12,incentiv
succentivus,succentiva,succentivum,succentivior,,,12,succentiv
trifoliatus,trifoliata,trifoliatum,trifoliatior,,,12,trifoliat
Mendes,Mendes,Mendes,Mendetior,,,3,Mendet
papyraceus,papyracea,papyraceum,papyraceior,,,12,papyrace
inferibilis,inferibilis,inferibile,inferibilior,,,3,inferibil
tigrifer,tigrifera,tigriferum,tigriferior,,,12,tigrifer
Appuleius,Appuleia,Appuleium,Appuleiior,,,12,Appulei
maculentus,maculenta,maculentum,maculentior,,,12,maculent
gentilitius,gentilitia,gentilitium,gentilitiior,,,12,gentiliti
Tironianus,Tironiana,Tironianum,Tironianior,,,12,Tironian
hosticus,hostica,hosticum,hosticior,,,12,hostic
mente captus,mente capta,mente captum,mente captior,,,12,mente capt
nazianzenus,nazianzena,nazianzenum,nazianzenior,,,12,nazianzen
spontalis,spontalis,spontale,spontalior,,,3,spontal
Sutrius,Sutria,Sutrium,Sutriior,,,12,Sutri
Sutrinus,Sutrina,Sutrinum,Sutrinior,,,12,Sutrin
pyramidatus,pyramidata,pyramidatum,pyramidatior,,,12,pyramidat
Catullianus,Catulliana,Catullianum,Catullianior,,,12,Catullian
bardus,barda,bardum,bardior,,,12,bard
insociabilis,insociabilis,insociabile,insociabilior,,,3,insociabil
polyadenus,polyadena,polyadenum,polyadenior,,,12,polyaden
lectuarius,lectuaria,lectuarium,lectuariior,,,12,lectuari
magnesius,magnesia,magnesium,magnesiior,,,12,magnesi
taetricus,taetrica,taetricum,taetricior,,,12,taetric
brachydactylus,brachydactyla,brachydactylum,brachydactylior,,,12,brachydactyl
Ionensis,Ionensis,Ionense,Ionensior,,,3,Ionens
Ultoniensis,Ultoniensis,Ultoniense,Ultoniensior,,,3,Ultoniens
sitchensis,sitchensis,sitchense,sitchensior,,,3,sitchens
interretialis,interretialis,interretiale,interretialior,,,3,interretial
herculeus,herculea,herculeum,herculeior,,,12,hercule
terreus,terrea,terreum,terreior,,,12,terre
Mediolatinus,Mediolatina,Mediolatinum,Mediolatinior,,,12,Mediolatin
nivatus,nivata,nivatum,nivatior,,,12,nivat
chthonius,chthonia,chthonium,chthoniior,,,12,chthoni
hypogaeus,hypogaea,hypogaeum,hypogaeior,,,12,hypogae
vipereus,viperea,vipereum,vipereior,,,12,vipere
quirinus,quirina,quirinum,quirinior,,,12,quirin
quirinalis,quirinalis,quirinale,quirinalior,,,3,quirinal
justitiarius,justitiaria,justitiarium,justitiariior,,,12,justitiari
justiciarius,justiciaria,justiciarium,justiciariior,,,12,justiciari
iusticiarius,iusticiaria,iusticiarium,iusticiariior,,,12,iusticiari
iustitiarius,iustitiaria,iustitiarium,iustitiariior,,,12,iustitiari
hypnoticus,hypnotica,hypnoticum,hypnoticior,,,12,hypnotic
plagosus,plagosa,plagosum,plagosior,,,12,plagos
rhomboideus,rhomboidea,rhomboideum,rhomboideior,,,12,rhomboide
Tarquinius,Tarquinia,Tarquinium,Tarquiniior,,,12,Tarquini
casearius,casearia,casearium,caseariior,,,12,caseari
epigraphicus,epigraphica,epigraphicum,epigraphicior,,,12,epigraphic
literarius,literaria,literarium,literariior,,,12,literari
Vindelicus,Vindelica,Vindelicum,Vindelicior,,,12,Vindelic
planarius,planaria,planarium,planariior,,,12,planari
stomachosus,stomachosa,stomachosum,stomachosior,,stomachose,12,stomachos
pedulis,pedulis,pedule,pedulior,,,3,pedul
aequanimis,aequanimis,aequanime,aequanimior,,,3,aequanim
aequanimus,aequanima,aequanimum,aequanimior,,,12,aequanim
dialyticus,dialytica,dialyticum,dialyticior,,,12,dialytic
septicollis,septicollis,septicolle,septicollior,,,3,septicoll
albensis,albensis,albense,albensior,,,3,albens
vituperabilis,vituperabilis,vituperabile,vituperabilior,,,3,vituperabil
taediosus,taediosa,taediosum,taediosior,,,12,taedios
zelosus,zelosa,zelosum,zelosior,,,12,zelos
aquitanus,aquitana,aquitanum,aquitanior,,,12,aquitan
gallaecus,gallaeca,gallaecum,gallaecior,,,12,gallaec
belgicus,belgica,belgicum,belgicior,,,12,belgic
cantabricus,cantabrica,cantabricum,cantabricior,,,12,cantabric
Gallaecus,Gallaeca,Gallaecum,Gallaecior,,,12,Gallaec
Helvetius,Helvetia,Helvetium,Helvetiior,,,12,Helveti
nineviticus,ninevitica,nineviticum,nineviticior,,,12,ninevitic
separ,separ,separ,separior,,,3,separ
quadrisetus,quadriseta,quadrisetum,quadrisetior,,,12,quadriset
crassisetus,crassiseta,crassisetum,crassisetior,,,12,crassiset
unisetus,uniseta,unisetum,unisetior,,,12,uniset
longisetus,longiseta,longisetum,longisetior,,,12,longiset
brevisetus,breviseta,brevisetum,brevisetior,,,12,breviset
bisetus,biseta,bisetum,bisetior,,,12,biset
paucisetus,pauciseta,paucisetum,paucisetior,,,12,pauciset
trisetus,triseta,trisetum,trisetior,,,12,triset
densiflorus,densiflora,densiflorum,densiflorior,,,12,densiflor
viridiflorus,viridiflora,viridiflorum,viridiflorior,,,12,viridiflor
uniflorus,uniflora,uniflorum,uniflorior,,,12,uniflor
ramiflorus,ramiflora,ramiflorum,ramiflorior,,,12,ramiflor
parviflorus,parviflora,parviflorum,parviflorior,,,12,parviflor
penduliflorus,penduliflora,penduliflorum,penduliflorior,,,12,penduliflor
laxiflorus,laxiflora,laxiflorum,laxiflorior,,,12,laxiflor
cauliflorus,cauliflora,cauliflorum,cauliflorior,,,12,cauliflor
longiflorus,longiflora,longiflorum,longiflorior,,,12,longiflor
Moschus,Moscha,Moschum,Moschior,,,12,Mosch
fuscicostus,fuscicosta,fuscicostum,fuscicostior,,,12,fuscicost
flavicostus,flavicosta,flavicostum,flavicostior,,,12,flavicost
albicostus,albicosta,albicostum,albicostior,,,12,albicost
nigricostus,nigricosta,nigricostum,nigricostior,,,12,nigricost
pallidicostus,pallidicosta,pallidicostum,pallidicostior,,,12,pallidicost
rotundifolius,rotundifolia,rotundifolium,rotundifoliior,,,12,rotundifoli
rubricostus,rubricosta,rubricostum,rubricostior,,,12,rubricost
tenuifolius,tenuifolia,tenuifolium,tenuifoliior,,,12,tenuifoli
quinquiplex,quinquiplex,quinquiplex,quinquiplicior,,,3,quinquiplic
beneventus,beneventa,beneventum,beneventior,,,12,benevent
astratus,astrata,astratum,astratior,,,12,astrat
famularis,famularis,famulare,famularior,,,3,famular
inodiatus,inodiata,inodiatum,inodiatior,,,12,inodiat
manuatus,manuata,manuatum,manuatior,,,12,manuat
undans,undans,undans,undantior,,,3,undant
amstelodamensis,amstelodamensis,amstelodamense,amstelodamensior,,,3,amstelodamens
colurnus,colurna,colurnum,colurnior,,,12,colurn
hornus,horna,hornum,hornior,,,12,horn
rimosus,rimosa,rimosum,rimosior,,,12,rimos
cascus,casca,cascum,cascior,,,12,casc
suasorius,suasoria,suasorium,suasoriior,,,12,suasori
rasilis,rasilis,rasile,rasilior,,,3,rasil
inviolabilis,inviolabilis,inviolabile,inviolabilior,,,3,inviolabil
salarius,salaria,salarium,salariior,,,12,salari
erilis,erilis,erile,erilior,,,3,eril
aemidus,aemida,aemidum,aemidior,,,12,aemid
malifatius,malifatia,malifatium,malifatiior,,,12,malifati
uncifer,uncifera,unciferum,unciferior,,,12,uncifer
Argous,Argoa,Argoum,Argoior,,,12,Argo
ovillus,ovilla,ovillum,ovillior,,,12,ovill
subrusticus,subrustica,subrusticum,subrusticior,,,12,subrustic
Martius,Martia,Martium,Martiior,,,12,Marti
Ianuarius,Ianuaria,Ianuarium,Ianuariior,,,12,Ianuari
Februarius,Februaria,Februarium,Februariior,,,12,Februari
partiarius,partiaria,partiarium,partiariior,,,12,partiari
linguisticus,linguistica,linguisticum,linguisticior,,,12,linguistic
incompositus,incomposita,incompositum,incompositior,,incomposite,12,incomposit
inconcinnus,inconcinna,inconcinnum,inconcinnior,,,12,inconcinn
infrons,infrons,infrons,infrondior,,,3,infrond
inlimis,inlimis,inlime,inlimior,,,3,inlim
innubis,innubis,innube,innubior,,,3,innub
illimis,illimis,illime,illimior,,,3,illim
interminis,interminis,intermine,interminior,,,3,intermin
inoris,inoris,inore,inorior,,,3,inor
intestis,intestis,inteste,intestior,,,3,intest
tripalis,tripalis,tripale,tripalior,,,3,tripal
broccus,brocca,broccum,broccior,,,12,brocc
cortinipotens,cortinipotens,cortinipotens,cortinipotentior,,,3,cortinipotent
amsterdamensis,amsterdamensis,amsterdamense,amsterdamensior,,,3,amsterdamens
Vulturnus,Vulturna,Vulturnum,Vulturnior,,,12,Vulturn
noctividus,noctivida,noctividum,noctividior,,,12,noctivid
Velinus,Velina,Velinum,Velinior,,,12,Velin
subdolus,subdola,subdolum,subdolior,,,12,subdol
Cosariticus,Cosaritica,Cosariticum,Cosariticior,,,12,Cosaritic
Clitumnus,Clitumna,Clitumnum,Clitumnior,,,12,Clitumn
Sciamhaevensis,Sciamhaevensis,Sciamhaevense,Sciamhaevensior,,,3,Sciamhaevens
Nanchimensis,Nanchimensis,Nanchimense,Nanchimensior,,,3,Nanchimens
Nanchinensis,Nanchinensis,Nanchinense,Nanchinensior,,,3,Nanchinens
Chiamsuanus,Chiamsuana,Chiamsuanum,Chiamsuanior,,,12,Chiamsuan
Siuceuvensis,Siuceuvensis,Siuceuvense,Siuceuvensior,,,3,Siuceuvens
Suceuvensis,Suceuvensis,Suceuvense,Suceuvensior,,,3,Suceuvens
musteus,mustea,musteum,musteior,,,12,muste
eremicus,eremica,eremicum,eremicior,,,12,eremic
Teucrus,Teucra,Teucrum,Teucrior,,,12,Teucr
Celticus,Celtica,Celticum,Celticior,,Celtice,12,Celtic
boreus,borea,boreum,boreior,,,12,bore
sagmarius,sagmaria,sagmarium,sagmariior,,,12,sagmari
sucosus,sucosa,sucosum,sucosior,,,12,sucos
Cres,Cres,Cres,cretior,,,3,cret
Aelius,Aelia,Aelium,Aeliior,,,12,Aeli
Tarraconensis,Tarraconensis,Tarraconense,Tarraconensior,,,3,Tarraconens
diffamatorius,diffamatoria,diffamatorium,diffamatoriior,,,12,diffamatori
scambus,scamba,scambum,scambior,,,12,scamb
stegnus,stegna,stegnum,stegnior,,,12,stegn
gyrovagus,gyrovaga,gyrovagum,gyrovagior,,,12,gyrovag
Atticus,Attica,Atticum,Atticior,,Attice,12,Attic
platicus,platica,platicum,platicior,,,12,platic
acernus,acerna,acernum,acernior,,,12,acern
oligarchicus,oligarchica,oligarchicum,oligarchicior,,,12,oligarchic
Herculeus,Herculea,Herculeum,Herculeior,,,12,Hercule
abacinus,abacina,abacinum,abacinior,,,12,abacin
abderitanus,abderitana,abderitanum,abderitanior,,,12,abderitan
osseus,ossea,osseum,osseior,,,12,osse
fluminalis,fluminalis,fluminale,fluminalior,,,3,fluminal
provocatorius,provocatoria,provocatorium,provocatoriior,,,12,provocatori
transtiberinus,transtiberina,transtiberinum,transtiberinior,,,12,transtiberin
Transtiberinus,Transtiberina,Transtiberinum,Transtiberinior,,,12,Transtiberin
dyscolus,dyscola,dyscolum,dyscolior,,,12,dyscol
Lucrinus,Lucrina,Lucrinum,Lucrinior,,,12,Lucrin
deliculus,delicula,deliculum,deliculior,,,12,delicul
armipotens,armipotens,armipotens,armipotentior,,,3,armipotent
armifer,armifera,armiferum,armiferior,,,12,armifer
armisonus,armisona,armisonum,armisonior,,,12,armison
lintearius,lintearia,lintearium,linteariior,,,12,linteari
linthearius,linthearia,linthearium,lintheariior,,,12,lintheari
Phaethontaeus,Phaethontaea,Phaethontaeum,Phaethontaeior,,,12,Phaethontae
Phaethonteus,Phaethontea,Phaethonteum,Phaethonteior,,,12,Phaethonte
chryseus,chrysea,chryseum,chryseior,,,12,chryse
chrysus,chrysa,chrysum,chrysior,,,12,chrys
chrysocarpus,chrysocarpa,chrysocarpum,chrysocarpior,,,12,chrysocarp
sagulatus,sagulata,sagulatum,sagulatior,,,12,sagulat
calibeus,calibea,calibeum,calibeior,,,12,calibe
chrysocarpos,chrysocarpos,chrysocarpon,chrysocarpior,,,2,chrysocarp
floreus,florea,floreum,magis floreus,maxime floreus,,12,flore
sexennis,sexennis,sexenne,sexennior,,,3,sexenn
inpretiabilis,inpretiabilis,inpretiabile,inpretiabilior,,,3,inpretiabil
impreciabilis,impreciabilis,impreciabile,impreciabilior,,,3,impreciabil
impretiabilis,impretiabilis,impretiabile,impretiabilior,,,3,impretiabil
aoristus,aorista,aoristum,aoristior,,,12,aorist
univocus,univoca,univocum,univocior,,,12,univoc
plurivocus,plurivoca,plurivocum,plurivocior,,,12,plurivoc
blaesus,blaesa,blaesum,blaesior,,,12,blaes
fovealis,fovealis,foveale,fovealior,,,3,foveal
nivarius,nivaria,nivarium,nivariior,,,12,nivari
proletarius,proletaria,proletarium,proletariior,,,12,proletari
amblyopicus,amblyopica,amblyopicum,amblyopicior,,,12,amblyopic
decibilis,decibilis,decibile,decibilior,decibilissimus,,3,decibil
refectorius,refectoria,refectorium,refectoriior,,,12,refectori
medicinus,medicina,medicinum,medicinior,,,12,medicin
scissilis,scissilis,scissile,scissilior,,,3,scissil
amynticus,amyntica,amynticum,amynticior,,,12,amyntic
paralius,paralia,paralium,paraliior,,,12,parali
sternax,sternax,sternax,sternacior,,,3,sternac
diarrhoicus,diarrhoica,diarrhoicum,diarrhoicior,,,12,diarrhoic
fundiformis,fundiformis,fundiforme,fundiformior,,,3,fundiform
obnubilus,obnubila,obnubilum,obnubilior,,,12,obnubil
naevius,naevia,naevium,naeviior,,,12,naevi
elamentabilis,elamentabilis,elamentabile,elamentabilior,elamentabilissumus,,3,elamentabil
omnifer,omnifera,omniferum,omniferior,,,12,omnifer
luctificus,luctifica,luctificum,luctificior,luctificissimus,,12,luctific
litoreus,litorea,litoreum,litoreior,,,12,litore
perperus,perpera,perperum,perperior,,,12,perper
victimarius,victimaria,victimarium,victimariior,,,12,victimari
bechicus,bechica,bechicum,bechicior,,,12,bechic
balsameus,balsamea,balsameum,balsameior,,,12,balsame
molischianus,molischiana,molischianum,molischianior,,,12,molischian
arbustivus,arbustiva,arbustivum,arbustivior,,,12,arbustiv
