word,gender,irregular,pluralia_tantum
exportatio_exportationis,f,fa,fa
expulsor_expulsoris,m,fa,fa
faeneratio_faenerationis,f,fa,fa
frugalitas_frugalitatis,f,fa,fa
gnata_gnatae,f,fa,fa
gnatus_gnati,m,fa,fa
imitatrix_imitatricis,f,fa,fa
implementum_implementi,n,fa,fa
immanitas_immanitatis,f,fa,fa
immaturitas_immaturitatis,f,fa,fa
immolatio_immolationis,f,fa,fa
importunitas_importunitatis,f,fa,fa
Thasos_Thasi,f,fa,fa
infirmatio_infirmationis,f,fa,fa
inhumanitas_inhumanitatis,f,fa,fa
iniectio_iniectionis,f,fa,fa
inplicatio_inplicationis,f,fa,fa
improbatio_improbationis,f,fa,fa
inprobatio_inprobationis,f,fa,fa
inpulsio_inpulsionis,f,fa,fa
intertrimentum_intertrimenti,n,fa,fa
judicatio_judicationis,f,fa,fa
iudicatio_iudicationis,f,fa,fa
iudicatum_iudicati,n,fa,fa
liniamentum_liniamenti,n,fa,fa
lucellum_lucelli,n,fa,fa
manceps_mancipis,m,fa,fa
medimnum_medimni,n,fa,fa
mendum_mendi,n,fa,fa
meretricula_meretriculae,f,fa,fa
moderatrix_moderatricis,f,fa,fa
myoparo_myoparonis,m,fa,fa
nummulus_nummuli,m,fa,fa
nundinatio_nundinationis,f,fa,fa
formositas_formositatis,f,fa,fa
cucus_cuci,m,fa,fa
focarius_focarii,m,fa,fa
patrocinium_patrocinii,n,fa,fa
peculatus_peculatus,m,fa,fa
peripetasma_peripetasmatis,n,fa,fa
perfamiliaris_perfamiliaris,m,fa,fa
perpessio_perpessionis,f,fa,fa
perscriptio_perscriptionis,f,fa,fa
praesente_praesentis,n,fa,fa
proagorus_proagori,m,fa,fa
quadruplator_quadruplatoris,m,fa,fa
rasis_rasis,f,fa,fa
competitrix_competitricis,f,fa,fa
rasus_rasus,m,fa,fa
ratiocinator_ratiocinatoris,m,fa,fa
Serbi_Serborum,m,fa,tr
receptrix_receptricis,f,fa,fa
reclamitator_reclamitatoris,m,fa,fa
Garamantes_Garamantum,m,fa,tr
redimiculum_redimiculi,n,fa,fa
relictio_relictionis,f,fa,fa
relegatio_relegationis,f,fa,fa
renuntiatio_renuntiationis,f,fa,fa
restipulatio_restipulationis,f,fa,fa
ricula_riculae,f,fa,fa
scaphium_scaphii,n,fa,fa
scurra_scurrae,m,fa,fa
marrubium_marrubii,n,fa,fa
spoliatio_spoliationis,f,fa,fa
subscriptor_subscriptoris,m,fa,fa
subscriptio_subscriptionis,f,fa,fa
suburbanitas_suburbanitatis,f,fa,fa
taciturnitas_taciturnitatis,f,fa,fa
titubatio_titubationis,f,fa,fa
trierarchus_trierarchi,m,fa,fa
vadimonium_vadimonii,n,fa,fa
vascularius_vascularii,m,fa,fa
introductor_introductoris,m,fa,fa
eale_eales,f,fa,fa
vindicatio_vindicationis,f,fa,fa
vitatio_vitationis,f,fa,fa
vindicia_vindiciae,f,fa,fa
volgus_volgi,mn,fa,fa
volnus_volneris,n,fa,fa
antistita_antistitae,f,fa,fa
archipirata_archipiratae,m,fa,fa
asportatio_asportationis,f,fa,fa
bucula_buculae,f,fa,fa
carbasus_carbasi,f,fa,fa
castimonia_castimoniae,f,fa,fa
conchylium_conchylii,n,fa,fa
rupicola_rupicolae,mf,fa,fa
collibertus_colliberti,m,fa,fa
conlibertus_conliberti,m,fa,fa
panton_panti,n,fa,fa
dimissio_dimissionis,f,fa,fa
gymnasiarchus_gymnasiarchi,m,fa,fa
fetiales_fetialium,m,fa,tr
imploratio_implorationis,f,fa,fa
insimulatio_insimulationis,f,fa,fa
internuntia_internuntiae,f,fa,fa
fetialis_fetialis,m,fa,fa
lapidatio_lapidationis,f,fa,fa
lautumia_lautumiae,f,fa,fa
nauarchus_nauarchi,m,fa,fa
mystagogus_mystagogi,m,fa,fa
octophoron_octophori,n,fa,fa
octaphoron_octaphori,n,fa,fa
praetervectio_praetervectionis,f,fa,fa
quadriremis_quadriremis,f,fa,fa
repagulum_repaguli,n,fa,fa
rictum_ricti,n,fa,fa
temperatio_temperationis,f,fa,fa
venabulum_venabuli,n,fa,fa
autocrator_autocratoris,m,fa,fa
circumitus_circumitus,m,fa,fa
lausa_lausae,f,fa,fa
parelion_parelii,n,fa,fa
agnatus_agnati,m,fa,fa
deunx_deuncis,m,fa,fa
gurgulio_gurgulionis,f,fa,fa
interdictum_interdicti,n,fa,fa
quadriennium_quadriennii,n,fa,fa
rator_ratoris,m,fa,fa
servolus_servoli,m,fa,fa
sauciatio_sauciationis,f,fa,fa
sextula_sextulae,f,fa,fa
sedulitas_sedulitatis,f,fa,fa
trucidatio_trucidationis,f,fa,fa
taxatio_taxationis,f,fa,fa
volneratio_volnerationis,f,fa,fa
concaedes_concaedis,f,fa,fa
adsentatio_adsentationis,f,fa,fa
frontalia_frontalium,n,fa,tr
concitatio_concitationis,f,fa,fa
conciliatio_conciliationis,f,fa,fa
coactor_coactoris,m,fa,fa
conlecta_conlectae,f,fa,fa
deltidium_deltidii,n,fa,fa
inruptio_inruptionis,f,fa,fa
irruptio_irruptionis,f,fa,fa
gubernum_guberni,n,fa,fa
graculus_graculi,m,fa,fa
obtestatio_obtestationis,f,fa,fa
quiris_quiritis,f,fa,fa
quattuorvir_quattuorviri,m,fa,fa
rumusculus_rumusculi,m,fa,fa
serrula_serrulae,f,fa,fa
suasio_suasionis,f,fa,fa
suppressio_suppressionis,f,fa,fa
adsignatio_adsignationis,f,fa,fa
assignatio_assignationis,f,fa,fa
ascriptor_ascriptoris,m,fa,fa
centunculus_centunculi,m,fa,fa
cunabulum_cunabuli,n,fa,fa
diribitio_diribitionis,f,fa,fa
etesia_etesiae,f,fa,fa
gratificatio_gratificationis,f,fa,fa
plebicola_plebicolae,m,fa,fa
praescriptio_praescriptionis,f,fa,fa
portitor_portitoris,m,fa,fa
pullarius_pullarii,m,fa,fa
salictum_salicti,n,fa,fa
saxetum_saxeti,n,fa,fa
circumscriptor_circumscriptoris,m,fa,fa
conjuratio_conjurationis,f,fa,fa
decoctor_decoctoris,m,fa,fa
falcarius_falcarii,m,fa,fa
ganeo_ganeonis,m,fa,fa
incensio_incensionis,f,fa,fa
inclementia_inclementiae,f,fa,fa
inmanitas_inmanitatis,f,fa,fa
inrogatio_inrogationis,f,fa,fa
lubido_lubidinis,f,fa,fa
multatio_multationis,f,fa,fa
pulvinar_pulvinaris,n,fa,fa
publicatio_publicationis,f,fa,fa
subiector_subiectoris,m,fa,fa
tabularium_tabularii,n,fa,fa
vastatio_vastationis,f,fa,fa
veneficus_venefici,m,fa,fa
allevamentum_allevamenti,n,fa,fa
adlevamentum_adlevamenti,n,fa,fa
adsectatio_adsectationis,f,fa,fa
assectatio_assectationis,f,fa,fa
auloedus_auloedi,m,fa,fa
effractura_effracturae,f,fa,fa
exstinctor_exstinctoris,m,fa,fa
immoderatio_immoderationis,f,fa,fa
interpunctio_interpunctionis,f,fa,fa
invidentia_invidentiae,f,fa,fa
neglectio_neglectionis,f,fa,fa
persalutatio_persalutationis,f,fa,fa
propulsatio_propulsationis,f,fa,fa
repudiatio_repudiationis,f,fa,fa
stipatio_stipationis,f,fa,fa
discussio_discussionis,f,fa,fa
adscriptor_adscriptoris,m,fa,fa
adversio_adversionis,f,fa,fa
anicula_aniculae,f,fa,fa
altrix_altricis,f,fa,fa
calamister_calamistri,m,fa,fa
convocatio_convocationis,f,fa,fa
direptor_direptoris,m,fa,fa
diribitor_diribitoris,m,fa,fa
existumatio_existumationis,f,fa,fa
fiscina_fiscinae,f,fa,fa
helluatio_helluationis,f,fa,fa
integimentum_integimenti,n,fa,fa
mutuatio_mutuationis,f,fa,fa
monedula_monedulae,f,fa,fa
obscenitas_obscenitatis,f,fa,fa
psephisma_psephismatis,n,fa,fa
tabernarius_tabernarii,m,fa,fa
vicanus_vicani,m,fa,fa
adoptatio_adoptationis,f,fa,fa
aetatula_aetatulae,f,fa,fa
caementum_caementi,n,fa,fa
cistophorus_cistophori,m,fa,fa
conluvio_conluvionis,f,fa,fa
coniventia_coniventiae,f,fa,fa
consurrectio_consurrectionis,f,fa,fa
crocota_crocotae,f,fa,fa
deletrix_deletricis,f,fa,fa
eiulatus_eiulatus,m,fa,fa
eluvies_eluviei,f,fa,fa
eversor_eversoris,m,fa,fa
excisio_excisionis,f,fa,fa
exsultatio_exsultationis,f,fa,fa
instimulator_instimulatoris,m,fa,fa
interdictio_interdictionis,f,fa,fa
iustitium_iustitii,n,fa,fa
obsessor_obsessoris,m,fa,fa
faeles_faelis,f,fa,fa
praecentio_praecentionis,f,fa,fa
praedictio_praedictionis,f,fa,fa
simpuvium_simpuvii,n,fa,fa
sororicida_sororicidae,m,fa,fa
strophium_strophii,n,fa,fa
suctus_suctus,m,fa,fa
anagnostes_anagnostae,m,fa,fa
auguratus_auguratus,m,fa,fa
bestiarium_bestiarii,n,fa,fa
cautor_cautoris,m,fa,fa
conciliatricula_conciliatriculae,f,fa,fa
concertatio_concertationis,f,fa,fa
concentio_concentionis,f,fa,fa
defetigatio_defetigationis,f,fa,fa
diiunctio_diiunctionis,f,fa,fa
diritas_diritatis,f,fa,fa
docilitas_docilitatis,f,fa,fa
duumviratus_duumviratus,m,fa,fa
photomachinula_photomachinulae,f,fa,fa
verticillus_verticilli,m,fa,fa
oncidium_oncidii,n,fa,fa
machinula_machinulae,f,fa,fa
assessus_assessus,m,fa,fa
gravitatio_gravitationis,f,fa,fa
flosculus_flosculi,m,fa,fa
ganea_ganeae,f,fa,fa
ganeum_ganei,n,fa,fa
interfatio_interfationis,f,fa,fa
labecula_labeculae,f,fa,fa
ludificatio_ludificationis,f,fa,fa
nitedula_nitedulae,f,fa,fa
propugnatio_propugnationis,f,fa,fa
sororius_sororii,m,fa,fa
veprecula_vepreculae,f,fa,fa
balneator_balneatoris,m,fa,fa
barbula_barbulae,f,fa,fa
exostra_exostrae,f,fa,fa
manumissio_manumissionis,f,fa,fa
mulierarius_mulierarii,m,fa,fa
pontificium_pontificii,n,fa,fa
alvear_alvearis,n,fa,fa
prolapsio_prolapsionis,f,fa,fa
protervitas_protervitatis,f,fa,fa
pulsatio_pulsationis,f,fa,fa
pusio_pusionis,m,fa,fa
quinqueviratus_quinqueviratus,m,fa,fa
rapacitas_rapacitatis,f,fa,fa
relicuum_relicui,n,fa,fa
hira_hirae,f,fa,fa
siparium_siparii,n,fa,fa
spoliatrix_spoliatricis,f,fa,fa
animula_animulae,f,fa,fa
archetypum_archetypi,n,fa,fa
adstipulator_adstipulatoris,m,fa,fa
atriensis_atriensis,m,fa,fa
bimaritus_bimariti,m,fa,fa
compitalium_compitalii,n,fa,fa
Anglii_Angliorum,m,fa,tr
compitalis_compitalis,mf,fa,fa
debilitatio_debilitationis,f,fa,fa
debitio_debitionis,f,fa,fa
decuriatio_decuriationis,f,fa,fa
declamatio_declamationis,f,fa,fa
hypocauston_hypocausti,n,fa,fa
hypocaustum_hypocausti,n,fa,fa
deflagratio_deflagrationis,f,fa,fa
Gates_Gatium,m,fa,tr
dissidentia_dissidentiae,f,fa,fa
excommunicator_excommunicatoris,m,fa,fa
epilogus_epilogi,m,fa,fa
___,m,fa,fa
fautrix_fautricis,f,fa,fa
furunculus_furunculi,m,fa,fa
ineptia_ineptiae,f,fa,fa
lanternarius_lanternarii,m,fa,fa
lemonium_lemonii,n,fa,fa
librariolus_librarioli,m,fa,fa
malivolentia_malivolentiae,f,fa,fa
mimula_mimulae,f,fa,fa
manupretium_manupretii,n,fa,fa
offensiuncula_offensiunculae,f,fa,fa
cupressus_cupressi,mf,fa,fa
occursatio_occursationis,f,fa,fa
perpotatio_perpotationis,f,fa,fa
praediator_praediatoris,m,fa,fa
propola_propolae,m,fa,fa
reprehensor_reprehensoris,m,fa,fa
ructa_ructae,f,fa,fa
sarracum_sarraci,n,fa,fa
serracum_serraci,n,fa,fa
adsensio_adsensionis,f,fa,fa
cataplus_catapli,m,fa,fa
clitella_clitellae,f,fa,fa
clitellae_clitellarum,f,fa,tr
dioecetes_dioecetae,m,fa,fa
domitor_domitoris,m,fa,fa
cupressetum_cupresseti,n,fa,fa
cepulla_cepullae,f,fa,fa
insulsitas_insulsitatis,f,fa,fa
lunter_luntris,m,fa,fa
substructio_substructionis,f,fa,fa
transfusio_transfusionis,f,fa,fa
tergiversatio_tergiversationis,f,fa,fa
ustor_ustoris,m,fa,fa
suasum_suasi,n,fa,fa
fragilitas_fragilitatis,f,fa,fa
penator_penatoris,m,fa,fa
remansio_remansionis,f,fa,fa
sternutum_sternuti,n,fa,fa
suspitio_suspitionis,f,fa,fa
adparitor_adparitoris,m,fa,fa
adspectus_adspectus,m,fa,fa
antesignanus_antesignani,m,fa,fa
compotor_compotoris,m,fa,fa
commentariolum_commentarioli,n,fa,fa
pransor_pransoris,m,fa,fa
conlusor_conlusoris,m,fa,fa
lusor_lusoris,m,fa,fa
conpellatio_conpellationis,f,fa,fa
compellatio_compellationis,f,fa,fa
compransor_compransoris,m,fa,fa
corus_cori,m,fa,fa
caurus_cauri,m,fa,fa
dispertitio_dispertitionis,f,fa,fa
effrenatio_effrenationis,f,fa,fa
fustuarium_fustuarii,n,fa,fa
gynaecium_gynaecii,n,fa,fa
impactus_impactus,m,fa,fa
ingressio_ingressionis,f,fa,fa
inquies_inquietis,f,fa,fa
minacia_minaciae,f,fa,fa
myrmillo_myrmillonis,m,fa,fa
nuntiatio_nuntiationis,f,fa,fa
percursatio_percursationis,f,fa,fa
peristroma_peristromatis,n,fa,fa
quasillum_quasilli,n,fa,fa
reclamatio_reclamationis,f,fa,fa
septemvir_septemviri,m,fa,fa
spectio_spectionis,f,fa,fa
stupiditas_stupiditatis,f,fa,fa
vinus_vini,m,fa,fa
corycus_coryci,m,fa,fa
cruciamentum_cruciamenti,n,fa,fa
decempedator_decempedatoris,m,fa,fa
decertatio_decertationis,f,fa,fa
induciae_induciarum,f,fa,tr
flaminium_flaminii,n,fa,fa
pronepos_pronepotis,mf,fa,fa
propudium_propudii,n,fa,fa
revocatio_revocationis,f,fa,fa
suburbium_suburbii,n,fa,fa
hendecasyllabus_hendecasyllabi,m,fa,fa
grabatus_grabati,m,fa,fa
litterator_litteratoris,m,fa,fa
mnemosynum_mnemosyni,n,fa,fa
phasellus_phaselli,m,fa,fa
solaciolum_solacioli,n,fa,fa
pipio_pipionis,m,fa,fa
choliambus_choliambi,m,fa,fa
esuritio_esuritionis,f,fa,fa
inficetia_inficetiae,f,fa,fa
infacetia_infacetiae,f,fa,fa
latusculum_latusculi,n,fa,fa
mundities_munditiei,f,fa,fa
Eunomia_Eunomiae,m,fa,fa
Fortuna_Fortunae,f,fa,fa
Fides_Fidei,f,fa,fa
Egeria_Egeriae,f,fa,fa
oricilla_oricillae,f,fa,fa
pilleus_pillei,m,fa,fa
salillum_salilli,n,fa,fa
semitarius_semitarii,m,fa,fa
veternus_veterni,m,fa,fa
rapum_rapi,n,fa,fa
aequinoctiale_aequinoctialis,n,fa,fa
amaracus_amaraci,m,fa,fa
brachiolum_brachioli,n,fa,fa
bracchiolum_bracchioli,n,fa,fa
cinerarius_cinerarii,m,fa,fa
epistolium_epistolii,n,fa,fa
erifuga_erifugae,mf,fa,fa
ozaena_ozaenae,f,fa,fa
chronicon_chronici,n,fa,fa
utriculus_utriculi,m,fa,fa
frondator_frondatoris,m,fa,fa
iocatio_iocationis,f,fa,fa
parthenice_parthenices,f,fa,fa
puellula_puellulae,f,fa,fa
pupulus_pupuli,m,fa,fa
pupula_pupulae,f,fa,fa
remigium_remigii,n,fa,fa
photographia_photographiae,f,fa,fa
salaputium_salaputii,n,fa,fa
pedicellus_pedicelli,m,fa,fa
peduculus_peduculi,m,fa,fa
sonipes_sonipedis,m,fa,fa
tigillum_tigilli,n,fa,fa
typanum_typani,n,fa,fa
unigena_unigenae,mf,fa,fa
unguen_unguinis,n,fa,fa
villica_villicae,f,fa,fa
tremulus_tremuli,m,fa,fa
furcilla_furcillae,f,fa,fa
hinsidia_hinsidiae,f,fa,fa
haruspicium_haruspicii,n,fa,fa
inferiae_inferiarum,f,fa,tr
olus_oleris,n,fa,fa
suaviolum_suavioli,n,fa,fa
syllabarium_syllabarii,n,fa,fa
apothecarius_apothecarii,m,fa,fa
extentio_extentionis,f,fa,fa
Arminius_Arminii,m,fa,fa
aequipondium_aequipondii,n,fa,fa
ammoniacum_ammoniaci,n,fa,fa
assecla_asseclae,f,fa,fa
complementum_complementi,n,fa,fa
interventor_interventoris,m,fa,fa
contiguitas_contiguitatis,f,fa,fa
contrarietas_contrarietatis,f,fa,fa
corporeitas_corporeitatis,f,fa,fa
cymba_cymbae,f,fa,fa
deceptor_deceptoris,m,fa,fa
diametros_diametri,f,fa,fa
ellychnium_ellychnii,n,fa,fa
flexilitas_flexilitatis,f,fa,fa
fluiditas_fluiditatis,f,fa,fa
fulgetrum_fulgetri,n,fa,fa
granulum_granuli,n,fa,fa
grumulus_grumuli,m,fa,fa
fistuca_fistucae,f,fa,fa
gyratio_gyrationis,f,fa,fa
Lotophagi_Lotophagorum,m,fa,tr
imminutio_imminutionis,f,fa,fa
immensitas_immensitatis,f,fa,fa
immutabilitas_immutabilitatis,f,fa,fa
imperfectio_imperfectionis,f,fa,fa
incommensurabilitas_incommensurabilitatis,f,fa,fa
inflectio_inflectionis,f,fa,fa
inflexio_inflexionis,f,fa,fa
intellectio_intellectionis,f,fa,fa
interstitio_interstitionis,f,fa,fa
lubricitas_lubricitatis,f,fa,fa
machinamentum_machinamenti,n,fa,fa
monor_monoris,m,fa,fa
orificium_orificii,n,fa,fa
psora_psorae,f,fa,fa
ponderositas_ponderositatis,f,fa,fa
praeordinatio_praeordinationis,f,fa,fa
retrogradatio_retrogradationis,f,fa,fa
rimula_rimulae,f,fa,fa
rigiditas_rigiditatis,f,fa,fa
scabritia_scabritiae,f,fa,fa
scintillatio_scintillationis,f,fa,fa
soliditas_soliditatis,f,fa,fa
spatiolum_spatioli,n,fa,fa
solstitium_solstitii,n,fa,fa
titillatio_titillationis,f,fa,fa
tornator_tornatoris,m,fa,fa
tubulus_tubuli,m,fa,fa
humerale_humeralis,n,fa,fa
cichorium_cichorii,n,fa,fa
lobus_lobi,m,fa,fa
alticola_alticolae,mf,fa,fa
digeries_digeriei,f,fa,fa
Artaxerxes_Artaxerxis,m,fa,fa
hyalus_hyali,m,fa,fa
hyalos_hyali,m,fa,fa
hystrix_hystricis,f,fa,fa
punctulum_punctuli,n,fa,fa
morio_morionis,m,fa,fa
Arachosia_Arachosiae,f,fa,fa
crena_crenae,f,fa,fa
bifurcum_bifurci,n,fa,fa
Drangiana_Drangianae,f,fa,fa
Chorasmia_Chorasmiae,f,fa,fa
torculum_torculi,n,fa,fa
cephalote_cephalotes,f,fa,fa
spinula_spinulae,f,fa,fa
penicillum_penicilli,n,fa,fa
carbonaria_carbonariae,f,fa,fa
strigatus_strigati,m,fa,fa
corymbus_corymbi,m,fa,fa
pedunculus_pedunculi,m,fa,fa
bulbus_bulbi,m,fa,fa
prasinus_prasini,m,fa,fa
peloris_peloridis,f,fa,fa
pardalis_pardalis,f,fa,fa
salimuria_salimuriae,f,fa,fa
euforbea_euforbeae,f,fa,fa
mulsura_mulsurae,f,fa,fa
aeviternitas_aeviternitatis,f,fa,fa
anthera_antherae,f,fa,fa
fario_farionis,m,fa,fa
juglans_juglandis,f,fa,fa
julus_juli,m,fa,fa
iulis_iulidis,f,fa,fa
iulus_iuli,m,fa,fa
amphiprostylos_amphiprostyli,m,fa,fa
anachoreta_anachoretae,m,fa,fa
ancula_anculae,f,fa,fa
androgynus_androgyni,m,fa,fa
amarantus_amaranti,m,fa,fa
anculus_anculi,m,fa,fa
appendicium_appendicii,n,fa,fa
arcuarius_arcuarii,m,fa,fa
aqueductus_aqueductus,m,fa,fa
correus_correi,m,fa,fa
baetulus_baetuli,m,fa,fa
balaustium_balaustii,n,fa,fa
beccus_becci,m,fa,fa
birota_birotae,f,fa,fa
taura_taurae,f,fa,fa
bisextus_bisexti,m,fa,fa
bromos_bromi,m,fa,fa
bryonia_bryoniae,f,fa,fa
buglossa_buglossae,f,fa,fa
burricus_burrici,m,fa,fa
maura_maurae,f,fa,fa
caestus_caestus,m,fa,fa
calcatrix_calcatricis,f,fa,fa
caduceum_caducei,n,fa,fa
calceolarius_calceolarii,m,fa,fa
Patmos_Patmi,f,fa,fa
Patara_Patarorum,n,fa,tr
Nicanor_Nicanoris,m,fa,fa
Lysias_Lysiae,m,fa,fa
pusulatum_pusulati,n,fa,fa
pustulatum_pustulati,n,fa,fa
corrugator_corrugatoris,m,fa,fa
carnarium_carnarii,n,fa,fa
cerasum_cerasi,n,fa,fa
cercurus_cercuri,m,fa,fa
carnarius_carnarii,m,fa,fa
adventurus_adventuri,m,fa,fa
Didyme_Didymes,f,fa,fa
Amphipolis_Amphipolis,f,fa,fa
villanus_villani,m,fa,fa
aenum_aeni,n,fa,fa
arbuscula_arbusculae,f,fa,fa
Zabulon_Zabulonis,m,fa,fa
Zorobabel_Zorobabelis,m,fa,fa
scoparius_scoparii,m,fa,fa
erythropus_erythropodis,m,fa,fa
cicercula_cicerculae,f,fa,fa
coenobita_coenobitae,m,fa,fa
collus_colli,m,fa,fa
coenobium_coenobii,n,fa,fa
colus_coli,mf,fa,fa
serpentaria_serpentariae,f,fa,fa
Baleares_Balearium,m,fa,tr
melanurus_melanuri,m,fa,fa
brodium_brodii,n,fa,fa
lotor_lotoris,m,fa,fa
molinum_molini,n,fa,fa
hippurus_hippuri,m,fa,fa
physeter_physeteris,m,fa,fa
sphondylus_sphondyli,m,fa,fa
sphondylium_sphondylii,n,fa,fa
spondylus_spondyli,m,fa,fa
sabdariffa_sabdariffae,f,fa,fa
epops_epopis,m,fa,fa
hemionus_hemioni,m,fa,fa
hinnus_hinni,m,fa,fa
cervicapra_cervicaprae,f,fa,fa
pelamis_pelamidis,f,fa,fa
abrotonum_abrotoni,n,fa,fa
acanthocalyx_acanthocalycis,f,fa,fa
asclepion_asclepii,n,fa,fa
cyperos_cyperi,m,fa,fa
dacrima_dacrimae,f,fa,fa
glanis_glanis,m,fa,fa
Orestes_Orestis,m,fa,fa
vibex_vibicis,f,fa,fa
Paniscus_Panisci,m,fa,fa
Capucinus_Capucini,m,fa,fa
andron_andronis,m,fa,fa
lemmus_lemmi,m,fa,fa
porpita_porpitae,f,fa,fa
pyralis_pyralidis,f,fa,fa
inceptor_inceptoris,m,fa,fa
microtympanum_microtympani,n,fa,fa
sepalum_sepali,n,fa,fa
actaea_actaeae,f,fa,fa
extructor_extructoris,m,fa,fa
albicilla_albicillae,f,fa,fa
pinax_pinacis,m,fa,fa
nola_nolae,f,fa,fa
scriptrix_scriptricis,f,fa,fa
miliarium_miliarii,n,fa,fa
ervilia_erviliae,f,fa,fa
oratrix_oratricis,f,fa,fa
axinomantia_axinomantiae,f,fa,fa
asotia_asotiae,f,fa,fa
blandiloquentia_blandiloquentiae,f,fa,fa
breviloquentia_breviloquentiae,f,fa,fa
abstantia_abstantiae,f,fa,fa
allubentia_allubentiae,f,fa,fa
tudicula_tudiculae,f,fa,fa
balanus_balani,f,fa,fa
Bacchis_Bacchidis,f,fa,fa
burgus_burgi,m,fa,fa
panthera_pantherae,f,fa,fa
ovarium_ovarii,n,fa,fa
Iudas_Iudae,m,fa,fa
antoecus_antoeci,m,fa,fa
bibliothecarius_bibliothecarii,m,fa,fa
arenifodina_arenifodinae,f,fa,fa
areopagites_areopagitae,f,fa,fa
amnicola_amnicolae,m,fa,fa
notarius_notarii,m,fa,fa
lemures_lemurum,m,fa,tr
rhythmus_rhythmi,m,fa,fa
pulegium_pulegii,n,fa,fa
adarce_adarces,f,fa,fa
pylae_pylarum,f,fa,tr
callositas_callositatis,f,fa,fa
fornacula_fornaculae,f,fa,fa
trichila_trichilae,f,fa,fa
furnarius_furnarii,m,fa,fa
ciphra_ciphrae,f,fa,fa
cifera_ciferae,f,fa,fa
conamen_conaminis,n,fa,fa
bursarius_bursarii,m,fa,fa
compilatio_compilationis,f,fa,fa
characteristicus_characteristici,m,fa,fa
hordeolus_hordeoli,m,fa,fa
cyclas_cyclatis,f,fa,fa
admonitor_admonitoris,m,fa,fa
testu_testus,n,fa,fa
teredo_teredinis,f,fa,fa
haematites_haematitae,m,fa,fa
bracile_bracilis,n,fa,fa
argutia_argutiae,f,fa,fa
voivoda_voivodae,m,fa,fa
conchula_conchulae,f,fa,fa
patellula_patellulae,f,fa,fa
eductor_eductoris,m,fa,fa
raia_raiae,f,fa,fa
chiragra_chiragrae,f,fa,fa
mespilum_mespili,n,fa,fa
plebiscitum_plebisciti,n,fa,fa
puteal_putealis,n,fa,fa
flabrum_flabri,n,fa,fa
inductorium_inductorii,n,fa,fa
thius_thii,m,fa,fa
monacha_monachae,f,fa,fa
Alcmena_Alcmenae,f,fa,fa
ingluvies_ingluviei,f,fa,fa
defixio_defixionis,f,fa,fa
delphin_delphinis,m,fa,fa
Cleareta_Clearetae,m,fa,fa
Demaenetus_Demaeneti,m,fa,fa
Artemona_Artemonae,m,fa,fa
Argyrippus_Argyrippi,m,fa,fa
Philaenium_Philaenii,n,fa,fa
Euclio_Euclionis,m,fa,fa
Lyconides_Lyconidis,m,fa,fa
Cleomachus_Cleomachi,m,fa,fa
Phygia_Phygiae,m,fa,fa
Eleusium_Eleusii,m,fa,fa
Phaedria_Phaedriae,m,fa,fa
Staphyla_Staphylae,f,fa,fa
Pistoclerus_Pistocleri,m,fa,fa
Lydus_Lydi,m,fa,fa
Megadorus_Megadori,m,fa,fa
ephippium_ephippii,n,fa,fa
Blepharo_Blepharonis,m,fa,fa
Bromia_Bromiae,m,fa,fa
Strobilus_Strobili,m,fa,fa
Artamo_Artamonis,m,fa,fa
Nicobulus_Nicobuli,m,fa,fa
Chrysalus_Chrysali,m,fa,fa
Philoxenus_Philoxeni,m,fa,fa
Hegio_Hegionis,m,fa,fa
Auxilium_Auxilii,m,fa,fa
Philocrates_Philocratis,m,fa,fa
Therapontigonus_Therapontigoni,m,fa,fa
Tyndarus_Tyndari,m,fa,fa
Mnesilochus_Mnesilochi,m,fa,fa
Ergasilus_Ergasili,m,fa,fa
Stalagmus_Stalagmi,m,fa,fa
Olympio_Olympionis,m,fa,fa
Philopolemus_Philopolemi,m,fa,fa
Cleostrata_Cleostratae,m,fa,fa
Pardalisca_Pardaliscae,m,fa,fa
Chalinus_Chalini,m,fa,fa
Lysidamus_Lysidami,m,fa,fa
Citrio_Citrionis,m,fa,fa
Alcesimus_Alcesimi,m,fa,fa
Selenium_Selenii,m,fa,fa
Myrrhina_Myrrhinae,f,fa,fa
Demiphones_Demiphonis,m,fa,fa
Phanostrata_Phanostratae,m,fa,fa
Halisca_Haliscae,m,fa,fa
Demipho_Demiphonis,m,fa,fa
Phaedromus_Phaedromi,m,fa,fa
Palinurus_Palinuri,m,fa,fa
Leaena_Leaenae,m,fa,fa
Planesium_Planesii,m,fa,fa
Alcesimarchus_Alcesimarchi,m,fa,fa
Lampadio_Lampadionis,m,fa,fa
Melaenis_Melaenis,m,fa,fa
Lyco_Lyconis,m,fa,fa
Curculio_Curculionis,m,fa,fa
Cappadox_Cappadocis,m,fa,fa
gigerium_gigerii,n,fa,fa
tentaculum_tentaculi,n,fa,fa
gigeria_gigeriorum,n,fa,tr
Stratippocles_Stratippoclis,m,fa,fa
Epidicus_Epidici,m,fa,fa
Periphanes_Periphanis,m,fa,fa
Menaechmus_Menaechmi,m,fa,fa
Cylindrus_Cylindri,m,fa,fa
Telestis_Telestidis,f,fa,fa
Charinus_Charini,m,fa,fa
Acropolistis_Acropolistidis,f,fa,fa
Erotium_Erotii,m,fa,fa
Lysimachus_Lysimachi,m,fa,fa
Eutychus_Eutychi,m,fa,fa
