word,gender,irregular,pluralia_tantum
sanies_saniei,f,fa,fa
mella_mellae,f,fa,fa
pistola_pistolae,f,fa,fa
crematorium_crematorii,n,fa,fa
solarium_solarii,n,fa,fa
piscina_piscinae,f,fa,fa
lotus_lotus,m,fa,fa
lotus_loti,m,fa,fa
festa_festae,f,fa,fa
lana_lanae,f,fa,fa
Dora_Dorae,f,fa,fa
electronica_electronicae,f,fa,fa
mala_malae,f,fa,fa
hara_harae,f,fa,fa
marca_marcae,f,fa,fa
gaza_gazae,f,fa,fa
turgor_turgoris,m,fa,fa
muraena_muraenae,f,fa,fa
dialysis_dialysis,f,fa,fa
cilium_cilii,n,fa,fa
delirium_delirii,n,fa,fa
stimulatio_stimulationis,f,fa,fa
octans_octantis,m,fa,fa
ambrum_ambri,n,fa,fa
velocitas_velocitatis,f,fa,fa
ambra_ambrae,f,fa,fa
dignitas_dignitatis,f,fa,fa
conflagratio_conflagrationis,f,fa,fa
peregrinatio_peregrinationis,f,fa,fa
sextans_sextantis,m,fa,fa
cora_corae,f,fa,fa
lacertus_lacerti,m,fa,fa
peregrinus_peregrini,m,fa,fa
norma_normae,f,fa,fa
abulia_abuliae,f,fa,fa
copa_copae,f,fa,fa
versificator_versificatoris,m,fa,fa
cestus_cesti,m,fa,fa
cestus_cestus,m,fa,fa
sedes_sedis,f,fa,fa
canes_canis,mf,fa,fa
fusta_fustae,f,fa,fa
serpens_serpentis,mf,fa,fa
monoceros_monocerotis,m,fa,fa
ancillula_ancillulae,f,fa,fa
columna_columnae,f,fa,fa
moly_molyos,n,fa,fa
sistrum_sistri,n,fa,fa
ferrarius_ferrarii,m,fa,fa
labellum_labelli,n,fa,fa
sordes_sordis,f,fa,fa
stannum_stanni,n,fa,fa
fera_ferae,f,fa,fa
nomisma_nomismatis,n,fa,fa
soca_socae,m,fa,fa
Babylonia_Babyloniae,f,fa,fa
syringes_syringum,f,fa,tr
syrinx_syringos,f,fa,fa
bura_burae,f,fa,fa
tus_turis,n,fa,fa
tablinum_tablini,n,fa,fa
triclinium_triclinii,n,fa,fa
tormina_torminum,n,fa,tr
hortus_horti,m,fa,fa
prospectus_prospectus,m,fa,fa
porus_pori,m,fa,fa
rica_ricae,f,fa,fa
gestor_gestoris,m,fa,fa
fauces_faucium,f,fa,tr
lanx_lancis,f,fa,fa
Sophocles_Sophoclis,m,fa,fa
falx_falcis,f,fa,fa
uraeus_uraei,m,fa,fa
clypeus_clypei,m,fa,fa
orbis_orbis,m,fa,fa
moderator_moderatoris,m,fa,fa
nuptiae_nuptiarum,f,fa,tr
corbis_corbis,mf,fa,fa
Mycenae_Mycenarum,f,fa,tr
circinus_circini,m,fa,fa
columba_columbae,f,fa,fa
columbus_columbi,m,fa,fa
tinea_tineae,f,fa,fa
nasus_nasi,m,fa,fa
plumbago_plumbaginis,f,fa,fa
sexus_sexus,m,fa,fa
vallis_vallis,f,fa,fa
pollinctor_pollinctoris,m,fa,fa
asinus_asini,m,fa,fa
plumula_plumulae,f,fa,fa
pollinium_pollinii,n,fa,fa
germen_germinis,n,fa,fa
auscultator_auscultatoris,m,fa,fa
auster_austri,m,fa,fa
microscopium_microscopii,n,fa,fa
tegula_tegulae,f,fa,fa
musca_muscae,f,fa,fa
archiater_archiatri,m,fa,fa
charta_chartae,f,fa,fa
scutella_scutellae,f,fa,fa
telescopium_telescopii,n,fa,fa
reticulum_reticuli,n,fa,fa
scissor_scissoris,m,fa,fa
triangulus_trianguli,m,fa,fa
triangulum_trianguli,n,fa,fa
Gallus_Galli,m,fa,fa
regnum_regni,n,fa,fa
dupondius_dupondii,m,fa,fa
laver_laveris,f,fa,fa
quadrigatus_quadrigati,m,fa,fa
triens_trientis,m,fa,fa
sestertius_sestertii,m,fa,fa
semis_semissis,m,fa,fa
victoriatus_victoriati,m,fa,fa
obolus_oboli,m,fa,fa
follis_follis,m,fa,fa
denarius_denarii,m,fa,fa
aureus_aurei,m,fa,fa
vituperator_vituperatoris,m,fa,fa
castigator_castigatoris,m,fa,fa
fagus_fagi,f,fa,fa
perdix_perdicis,mf,fa,fa
biga_bigae,f,fa,fa
fragum_fragi,n,fa,fa
colostrum_colostri,n,fa,fa
♃_♃vis,m,fa,fa
Levis_Levi,m,fa,fa
olea_oleae,f,fa,fa
oleum_olei,n,fa,fa
rostrum_rostri,n,fa,fa
pletura_pleturae,f,fa,fa
caupo_cauponis,m,fa,fa
diarrhoea_diarrhoeae,f,fa,fa
puteus_putei,m,fa,fa
boletus_boleti,m,fa,fa
huso_husonis,m,fa,fa
apium_apii,n,fa,fa
capa_capae,m,fa,fa
fusus_fusi,m,fa,fa
Tobias_Tobiae,m,fa,fa
fimum_fimi,n,fa,fa
donum_doni,n,fa,fa
gelu_gelus,n,fa,fa
fatum_fati,n,fa,fa
foris_foris,f,fa,fa
ferus_feri,m,fa,fa
fatuus_fatui,m,fa,fa
hospes_hospitis,mf,fa,fa
domina_dominae,f,fa,fa
gradus_gradus,m,fa,fa
milium_milii,n,fa,fa
ulmus_ulmi,f,fa,fa
napus_napi,m,fa,fa
olor_oloris,m,fa,fa
peditum_pediti,n,fa,fa
pensum_pensi,n,fa,fa
talpa_talpae,f,fa,fa
pellis_pellis,f,fa,fa
clangor_clangoris,m,fa,fa
natus_nati,m,fa,fa
natus_natus,m,fa,fa
sitis_sitis,f,fa,fa
ripa_ripae,f,fa,fa
fames_famis,f,fa,fa
tornus_torni,m,fa,fa
sonus_soni,m,fa,fa
somnium_somnii,n,fa,fa
sucus_suci,m,fa,fa
talea_taleae,f,fa,fa
somnus_somni,m,fa,fa
wita_witae,f,fa,fa
tubus_tubi,m,fa,fa
tonus_toni,m,fa,fa
statio_stationis,f,fa,fa
secta_sectae,f,fa,fa
pullus_pulli,m,fa,fa
vannus_vanni,f,fa,fa
storea_storeae,f,fa,fa
remus_remi,m,fa,fa
simius_simii,m,fa,fa
ritus_ritus,m,fa,fa
ructus_ructus,m,fa,fa
poena_poenae,f,fa,fa
nubes_nubis,f,fa,fa
pinus_pinus,f,fa,fa
sinapis_sinapis,f,fa,fa
cuneus_cunei,m,fa,fa
cippus_cippi,m,fa,fa
lectus_lecti,m,fa,fa
scaena_scaenae,f,fa,fa
pecten_pectinis,m,fa,fa
itus_itus,m,fa,fa
fabula_fabulae,f,fa,fa
fala_falae,f,fa,fa
gaudium_gaudii,n,fa,fa
littera_litterae,f,fa,fa
iugum_iugi,n,fa,fa
brevis_brevis,mf,fa,fa
manica_manicae,f,fa,fa
moles_molis,f,fa,fa
pirus_piri,f,fa,fa
pisum_pisi,n,fa,fa
pirum_piri,n,fa,fa
sapor_saporis,m,fa,fa
ruina_ruinae,f,fa,fa
rudis_rudis,f,fa,fa
sigillum_sigilli,n,fa,fa
semita_semitae,f,fa,fa
sella_sellae,f,fa,fa
alcyon_alcyonis,f,fa,fa
malva_malvae,f,fa,fa
hydrogenium_hydrogenii,n,fa,fa
sculptor_sculptoris,m,fa,fa
incendium_incendii,n,fa,fa
flagitium_flagitii,n,fa,fa
Procyon_Procyonis,m,fa,fa
equuleus_equulei,m,fa,fa
urinator_urinatoris,m,fa,fa
prandium_prandii,n,fa,fa
instructor_instructoris,m,fa,fa
pulex_pulicis,m,fa,fa
securitas_securitatis,f,fa,fa
boia_boiae,f,fa,fa
Asmara_Asmarae,f,fa,fa
solen_solenis,m,fa,fa
menda_mendae,f,fa,fa
cappa_cappae,f,fa,fa
cella_cellae,f,fa,fa
medus_medi,m,fa,fa
bacca_baccae,f,fa,fa
colos_coloris,m,fa,fa
pulmo_pulmonis,m,fa,fa
planetarium_planetarii,n,fa,fa
scriptum_scripti,n,fa,fa
cera_cerae,f,fa,fa
sarna_sarnae,f,fa,fa
udo_udonis,m,fa,fa
Gallius_Gallii,m,fa,fa
hebdomas_hebdomadis,f,fa,fa
troglodytes_troglodytae,m,fa,fa
cognitio_cognitionis,f,fa,fa
ponto_pontonis,m,fa,fa
Nicotiana_Nicotianae,f,fa,fa
cuticula_cuticulae,f,fa,fa
negotiator_negotiatoris,m,fa,fa
Arabs_Arabis,mf,fa,fa
epigramma_epigrammatis,n,fa,fa
ceva_cevae,f,fa,fa
tina_tinae,f,fa,fa
cava_cavae,f,fa,fa
cardo_cardinis,m,fa,fa
sacristia_sacristiae,f,fa,fa
caerimonia_caerimoniae,f,fa,fa
spina_spinae,f,fa,fa
scala_scalae,f,fa,fa
cala_calae,f,fa,fa
mula_mulae,f,fa,fa
marga_margae,f,fa,fa
sexennium_sexennii,n,fa,fa
Ungari_Ungarorum,m,fa,tr
ava_avae,f,fa,fa
ina_inae,f,fa,fa
baro_baronis,m,fa,fa
pepo_peponis,m,fa,fa
catechesis_catechesis,f,fa,fa
cirrus_cirri,m,fa,fa
Eva_Evae,f,fa,fa
Alexius_Alexii,m,fa,fa
Agatha_Agathae,f,fa,fa
inundatio_inundationis,f,fa,fa
armatura_armaturae,f,fa,fa
vituperatio_vituperationis,f,fa,fa
saeculum_saeculi,n,fa,fa
fossa_fossae,f,fa,fa
Helena_Helenae,f,fa,fa
byssus_byssi,f,fa,fa
Alcides_Alcidis,m,fa,fa
laburnum_laburni,n,fa,fa
feria_feriae,f,fa,fa
amentia_amentiae,f,fa,fa
progenies_progeniei,f,fa,fa
bacula_baculae,f,fa,fa
phalerae_phalerarum,f,fa,tr
nymphaea_nymphaeae,f,fa,fa
instrumentum_instrumenti,n,fa,fa
prognosticon_prognostici,n,fa,fa
ministerium_ministerii,n,fa,fa
pava_pavae,f,fa,fa
leaena_leaenae,f,fa,fa
tufa_tufae,f,fa,fa
caldarium_caldarii,n,fa,fa
clepsydra_clepsydrae,f,fa,fa
lampada_lampadae,f,fa,fa
nassa_nassae,f,fa,fa
urina_urinae,f,fa,fa
exceptio_exceptionis,f,fa,fa
laina_lainae,f,fa,fa
uter_utris,m,fa,fa
Pentecoste_Pentecostes,f,fa,fa
sapo_saponis,m,fa,fa
marra_marrae,f,fa,fa
Doris_Doridis,f,fa,fa
Midas_Midae,m,fa,fa
Antiochus_Antiochi,m,fa,fa
Demetrius_Demetrii,m,fa,fa
frigidarium_frigidarii,n,fa,fa
Elias_Eliae,m,fa,fa
talla_tallae,f,fa,fa
diacon_diaconis,m,fa,fa
optio_optionis,mf,fa,fa
virga_virgae,f,fa,fa
Themisto_Themistus,f,fa,fa
Callisto_Callistus,f,fa,fa
corniculum_corniculi,n,fa,fa
locum_loci,n,fa,fa
privilegium_privilegii,n,fa,fa
hama_hamae,f,fa,fa
stenosis_stenosis,f,fa,fa
Sirius_Sirii,m,fa,fa
furia_furiae,f,fa,fa
legator_legatoris,m,fa,fa
staca_stacae,f,fa,fa
Gordium_Gordii,n,fa,fa
stilla_stillae,f,fa,fa
impulsor_impulsoris,m,fa,fa
coryphaeus_coryphaei,m,fa,fa
silicium_silicii,n,fa,fa
stratus_stratus,m,fa,fa
febris_febris,f,fa,fa
belladonna_belladonnae,f,fa,fa
ebur_eboris,n,fa,fa
amatrix_amatricis,f,fa,fa
orata_oratae,f,fa,fa
sardina_sardinae,f,fa,fa
sarda_sardae,f,fa,fa
talcum_talci,n,fa,fa
investigator_investigatoris,m,fa,fa
sulcus_sulci,m,fa,fa
entitas_entitatis,f,fa,fa
rotella_rotellae,f,fa,fa
rocca_roccae,f,fa,fa
parvitas_parvitatis,f,fa,fa
melo_melonis,m,fa,fa
Ucalegon_Ucalegonis,m,fa,fa
anomalia_anomaliae,f,fa,fa
interrogator_interrogatoris,m,fa,fa
falco_falconis,m,fa,fa
pastinaca_pastinacae,f,fa,fa
polenta_polentae,f,fa,fa
creatrix_creatricis,f,fa,fa
menta_mentae,f,fa,fa
varro_varronis,m,fa,fa
timo_timonis,m,fa,fa
werra_werrae,f,fa,fa
Linnaeus_Linnaei,m,fa,fa
papaver_papaveris,n,fa,fa
burra_burrae,f,fa,fa
gigas_gigantis,m,fa,fa
rusticus_rustici,m,fa,fa
rus_ruris,n,fa,fa
Cassius_Cassii,m,fa,fa
silex_silicis,mf,fa,fa
Daphne_Daphnes,f,fa,fa
Samosata_Samosatorum,n,fa,tr
sycophanta_sycophantae,m,fa,fa
flagellum_flagelli,n,fa,fa
auditor_auditoris,m,fa,fa
fiala_fialae,f,fa,fa
symphysis_symphysis,f,fa,fa
ramus_rami,m,fa,fa
Marcia_Marciae,f,fa,fa
Sara_Sarae,f,fa,fa
aedes_aedis,f,fa,fa
aedificium_aedificii,n,fa,fa
Penelope_Penelopes,f,fa,fa
papilla_papillae,f,fa,fa
Pythagoras_Pythagorae,m,fa,fa
otium_otii,n,fa,fa
Proteus_Proteos,m,fa,fa
dapifer_dapiferi,m,fa,fa
realgar_realgaris,n,fa,fa
basium_basii,n,fa,fa
avaria_avariae,f,fa,fa
vomitus_vomitus,m,fa,fa
hostia_hostiae,f,fa,fa
lignum_ligni,n,fa,fa
loculus_loculi,m,fa,fa
celta_celtae,mf,fa,fa
latro_latronis,m,fa,fa
taberna_tabernae,f,fa,fa
mendax_mendacis,m,fa,fa
halla_hallae,f,fa,fa
maritus_mariti,m,fa,fa
gramma_grammatis,n,fa,fa
grammatica_grammaticae,fn,fa,fa
ianitor_ianitoris,m,fa,fa
celeritas_celeritatis,f,fa,fa
vappa_vappae,mf,fa,fa
fissio_fissionis,f,fa,fa
molle_mollis,n,fa,fa
rebellio_rebellionis,f,fa,fa
rebellis_rebellis,m,fa,fa
Himalaja_Himalajae,f,fa,fa
ferma_fermae,f,fa,fa
excursus_excursus,m,fa,fa
gressus_gressus,m,fa,fa
membrana_membranae,f,fa,fa
recula_reculae,f,fa,fa
pensa_pensae,f,fa,fa
eclampsia_eclampsiae,f,fa,fa
minium_minii,n,fa,fa
blatta_blattae,f,fa,fa
boria_boriae,f,fa,fa
branca_brancae,f,fa,fa
braca_bracae,f,fa,fa
bruma_brumae,f,fa,fa
nisus_nisus,m,fa,fa
nisus_nisi,m,fa,fa
nex_necis,f,fa,fa
oenomania_oenomaniae,f,fa,fa
atheos_athei,m,fa,fa
stridor_stridoris,m,fa,fa
papauer_papaueris,n,fa,fa
pedes_peditis,m,fa,fa
murra_murrae,f,fa,fa
singultus_singultus,m,fa,fa
sorites_soritae,m,fa,fa
cincinnus_cincinni,m,fa,fa
canile_canilis,n,fa,fa
canapa_canapae,f,fa,fa
canoa_canoae,f,fa,fa
sopor_soporis,m,fa,fa
calo_calonis,m,fa,fa
fornicator_fornicatoris,m,fa,fa
chema_chemae,f,fa,fa
egressus_egressus,m,fa,fa
striga_strigae,f,fa,fa
grips_gripis,m,fa,fa
Ariadne_Ariadnes,f,fa,fa
malevolentia_malevolentiae,f,fa,fa
carpa_carpae,f,fa,fa
cavia_caviae,f,fa,fa
casto_castonis,m,fa,fa
celia_celiae,f,fa,fa
☉_☉lis,mn,fa,fa
☉_☉ri,n,fa,fa
Norwegia_Norwegiae,f,fa,fa
decus_decoris,n,fa,fa
baga_bagae,f,fa,fa
Hispaniola_Hispaniolae,f,fa,fa
Adolphus_Adolphi,m,fa,fa
Absalon_Absalonis,m,fa,fa
debitor_debitoris,m,fa,fa
tenacitas_tenacitatis,f,fa,fa
nodus_nodi,m,fa,fa
cetra_cetrae,f,fa,fa
raphe_raphes,f,fa,fa
spiritus_spiritus,m,fa,fa
parens_parentis,mf,fa,fa
Aegidius_Aegidii,m,fa,fa
bibliotheca_bibliothecae,f,fa,fa
prunum_pruni,n,fa,fa
sedum_sedi,n,fa,fa
juger_jugeris,n,fa,fa
Alanus_Alani,m,fa,fa
Albanus_Albani,m,fa,fa
Epicurus_Epicuri,m,fa,fa
cauda_caudae,f,fa,fa
hibiscum_hibisci,n,fa,fa
argumentum_argumenti,n,fa,fa
cupa_cupae,f,fa,fa
conatus_conatus,m,fa,fa
spiculum_spiculi,n,fa,fa
Elisa_Elisae,f,fa,fa
civile_civilis,n,fa,fa
cyclamen_cyclaminis,n,fa,fa
cicuta_cicutae,f,fa,fa
adulator_adulatoris,m,fa,fa
vitrum_vitri,n,fa,fa
poema_poematis,n,fa,fa
fallacies_fallaciei,f,fa,fa
oliva_olivae,f,fa,fa
violator_violatoris,m,fa,fa
cognata_cognatae,f,fa,fa
mercator_mercatoris,m,fa,fa
Matthias_Matthiae,m,fa,fa
strix_strigis,f,fa,fa
collare_collaris,n,fa,fa
rabia_rabiae,f,fa,fa
collina_collinae,f,fa,fa
collega_collegae,m,fa,fa
imperatrix_imperatricis,f,fa,fa
lema_lemae,f,fa,fa
uria_uriae,f,fa,fa
patronus_patroni,m,fa,fa
eclipsis_eclipsis,f,fa,fa
conca_concae,f,fa,fa
cometa_cometae,m,fa,fa
Apia_Apiae,f,fa,fa
conceptus_conceptus,m,fa,fa
Manasses_Manassae,m,fa,fa
Nabuchodonosor_Nabuchodonosoris,m,fa,fa
marsupium_marsupii,n,fa,fa
contagio_contagionis,f,fa,fa
herbaria_herbariae,f,fa,fa
Murcia_Murciae,f,fa,fa
biologus_biologi,m,fa,fa
vicarius_vicarii,m,fa,fa
culina_culinae,f,fa,fa
coperta_copertae,f,fa,fa
parentela_parentelae,f,fa,fa
aegilops_aegilopos,m,fa,fa
minima_minimae,f,fa,fa
sartago_sartaginis,f,fa,fa
ancon_anconis,m,fa,fa
corsa_corsae,f,fa,fa
sacrarium_sacrarii,n,fa,fa
laquear_laquearis,n,fa,fa
Anastasius_Anastasii,m,fa,fa
Samson_Samsonis,m,fa,fa
palear_palearis,n,fa,fa
achates_achatae,m,fa,fa
administra_administrae,f,fa,fa
adultera_adulterae,f,fa,fa
calceus_calcei,m,fa,fa
aleo_aleonis,m,fa,fa
alea_aleae,f,fa,fa
ames_amitis,m,fa,fa
angustia_angustiae,f,fa,fa
exiguus_exigui,m,fa,fa
primordium_primordii,n,fa,fa
borras_borrae,m,fa,fa
Alces_Alcis,m,fa,fa
capacitas_capacitatis,f,fa,fa
capitulare_capitularis,n,fa,fa
castra_castrorum,n,fa,tr
censura_censurae,f,fa,fa
clausura_clausurae,f,fa,fa
coleo_coleonis,m,fa,fa
comanda_comandae,f,fa,fa
conserva_conservae,f,fa,fa
consolida_consolidae,f,fa,fa
conviva_convivae,mf,fa,fa
copo_coponis,m,fa,fa
refugium_refugii,n,fa,fa
debilitas_debilitatis,f,fa,fa
diluvies_diluviei,f,fa,fa
diluvio_diluvionis,f,fa,fa
disciplina_disciplinae,f,fa,fa
doma_domatis,n,fa,fa
vesper_vesperi,m,fa,fa
limes_limitis,m,fa,fa
gurus_gurus,m,fa,fa
servos_servi,m,fa,fa
facilitas_facilitatis,f,fa,fa
facultas_facultatis,f,fa,fa
factura_facturae,f,fa,fa
fascina_fascinae,f,fa,fa
felicitas_felicitatis,f,fa,fa
escaria_escariorum,fn,fa,tr
escaria_escariae,f,fa,fa
fractura_fracturae,f,fa,fa
glosa_glosae,f,fa,fa
habilitas_habilitatis,f,fa,fa
ilex_ilicis,f,fa,fa
viburnum_viburni,n,fa,fa
vindicator_vindicatoris,m,fa,fa
iambus_iambi,m,fa,fa
vireo_vireonis,m,fa,fa
salar_salaris,m,fa,fa
tristitia_tristitiae,f,fa,fa
misericordia_misericordiae,f,fa,fa
pacta_pactae,f,fa,fa
lacte_lactis,n,fa,fa
lactes_lactium,f,fa,tr
palea_paleae,f,fa,fa
palpo_palponis,m,fa,fa
laqueare_laquearis,n,fa,fa
laurea_laureae,f,fa,fa
liberta_libertae,f,fa,fa
limen_liminis,n,fa,fa
penas_penatis,m,fa,fa
pillo_pillonis,f,fa,fa
plagia_plagiae,f,fa,fa
piso_pisonis,m,fa,fa
cosmologia_cosmologiae,f,fa,fa
biologia_biologiae,f,fa,fa
scia_sciae,f,fa,fa
publicitas_publicitatis,f,fa,fa
manes_manium,m,fa,tr
matara_matarae,f,fa,fa
matricula_matriculae,f,fa,fa
mima_mimae,f,fa,fa
mutilo_mutilonis,m,fa,fa
muto_mutonis,m,fa,fa
rasura_rasurae,f,fa,fa
regula_regulae,f,fa,fa
atpatruus_atpatrui,m,fa,fa
resultas_resultatis,f,fa,fa
secreta_secretae,f,fa,fa
tapes_tapetis,m,fa,fa
temo_temonis,m,fa,fa
tensa_tensae,f,fa,fa
tramen_traminis,n,fa,fa
trames_tramitis,m,fa,fa
trama_tramae,f,fa,fa
sumen_suminis,n,fa,fa
sutura_suturae,f,fa,fa
susurro_susurronis,f,fa,fa
tritura_triturae,f,fa,fa
cotta_cottae,f,fa,fa
turba_turbae,f,fa,fa
ulula_ululae,f,fa,fa
valles_vallis,f,fa,fa
varo_varonis,m,fa,fa
veles_velitis,m,fa,fa
vicia_viciae,f,fa,fa
vira_virae,f,fa,fa
urus_uri,m,fa,fa
cibus_cibi,m,fa,fa
ricinus_ricini,m,fa,fa
acroama_acroamatis,n,fa,fa
pomum_pomi,n,fa,fa
Empedocles_Empedoclis,m,fa,fa
praeda_praedae,f,fa,fa
philosophaster_philosophastri,m,fa,fa
Sabina_Sabinae,f,fa,fa
maltha_malthae,f,fa,fa
heroina_heroinae,f,fa,fa
apologia_apologiae,f,fa,fa
assessor_assessoris,m,fa,fa
portulaca_portulacae,f,fa,fa
metaplasmus_metaplasmi,m,fa,fa
armamentarium_armamentarii,n,fa,fa
gladiolus_gladioli,m,fa,fa
aedicula_aediculae,f,fa,fa
neanias_neaniae,m,fa,fa
creta_cretae,f,fa,fa
pulpitum_pulpiti,n,fa,fa
tectorium_tectorii,n,fa,fa
Agamemnon_Agamemnonis,m,fa,fa
geologia_geologiae,f,fa,fa
bursa_bursae,f,fa,fa
facies_faciei,f,fa,fa
explicator_explicatoris,m,fa,fa
paradigma_paradigmatis,n,fa,fa
spadix_spadicis,m,fa,fa
caries_cariei,f,fa,fa
conger_congri,m,fa,fa
cochlear_cochlearis,n,fa,fa
Franco_Franconis,m,fa,fa
trillium_trillii,n,fa,fa
Gustavus_Gustavi,m,fa,fa
Cato_Catonis,m,fa,fa
Claudius_Claudii,m,fa,fa
Lucius_Lucii,m,fa,fa
pranomen_pranominis,n,fa,fa
praenomen_praenominis,n,fa,fa
Honorius_Honorii,m,fa,fa
Confucius_Confucii,m,fa,fa
luxuries_luxuriei,f,fa,fa
grates_gratium,f,fa,tr
cantus_cantus,m,fa,fa
cantus_canti,m,fa,fa
palmarium_palmarii,n,fa,fa
oricla_oriclae,f,fa,fa
oricula_oriculae,f,fa,fa
auricula_auriculae,f,fa,fa
coryza_coryzae,f,fa,fa
conservator_conservatoris,m,fa,fa
polypus_polypi,m,fa,fa
procurator_procuratoris,m,fa,fa
capellus_capelli,m,fa,fa
scena_scenae,f,fa,fa
mola_molae,f,fa,fa
socius_socii,m,fa,fa
favilla_favillae,f,fa,fa
pruina_pruinae,f,fa,fa
auscultatio_auscultationis,f,fa,fa
dracco_dracconis,m,fa,fa
furmica_furmicae,f,fa,fa
masclus_mascli,m,fa,fa
volpes_volpis,f,fa,fa
oclus_ocli,m,fa,fa
vulpis_vulpis,f,fa,fa
convivium_convivii,n,fa,fa
carruca_carrucae,f,fa,fa
acies_aciei,f,fa,fa
marmor_marmoris,n,fa,fa
fasciola_fasciolae,f,fa,fa
fulgur_fulguris,n,fa,fa
vulgus_vulgi,mn,fa,fa
brassica_brassicae,f,fa,fa
furtum_furti,n,fa,fa
fretus_fretus,m,fa,fa
iaculum_iaculi,n,fa,fa
mucro_mucronis,m,fa,fa
iter_itineris,n,fa,fa
nemus_nemoris,n,fa,fa
lucus_luci,m,fa,fa
gener_generi,m,fa,fa
galea_galeae,f,fa,fa
germana_germanae,f,fa,fa
lorica_loricae,f,fa,fa
imber_imbris,m,fa,fa
germanus_germani,m,fa,fa
iuvencus_iuvenci,m,fa,fa
ocellus_ocelli,m,fa,fa
schola_scholae,f,fa,fa
iuvenca_iuvencae,f,fa,fa
legio_legionis,f,fa,fa
ostrum_ostri,n,fa,fa
medullula_medullulae,f,fa,fa
purpura_purpurae,f,fa,fa
Benedictus_Benedicti,m,fa,fa
luma_lumae,f,fa,fa
Hafnia_Hafniae,f,fa,fa
Lena_Lenae,m,fa,fa
hastati_hastatorum,m,fa,tr
hymenaeus_hymenaei,m,fa,fa
explorator_exploratoris,m,fa,fa
magistratus_magistratus,m,fa,fa
benedictus_benedicti,m,fa,fa
concilium_concilii,n,fa,fa
laridum_laridi,n,fa,fa
gurges_gurgitis,m,fa,fa
custos_custodis,m,fa,fa
salus_salutis,f,fa,fa
motus_motus,m,fa,fa
legatus_legati,m,fa,fa
cursus_cursus,m,fa,fa
lardum_lardi,n,fa,fa
panarius_panarii,m,fa,fa
capillus_capilli,m,fa,fa
panificium_panificii,n,fa,fa
panarium_panarii,n,fa,fa
edes_edis,f,fa,fa
chele_cheles,f,fa,fa
fenestrula_fenestrulae,f,fa,fa
cupo_cuponis,m,fa,fa
spatha_spathae,f,fa,fa
dampnum_dampni,n,fa,fa
damnum_damni,n,fa,fa
vola_volae,f,fa,fa
calamus_calami,m,fa,fa
accessor_accessoris,m,fa,fa
pronomen_pronominis,n,fa,fa
artemisia_artemisiae,f,fa,fa
ephemeris_ephemeridis,f,fa,fa
Byzantium_Byzantii,n,fa,fa
Platon_Platonos,m,fa,fa
coheres_coheredis,mf,fa,fa
vinibua_vinibuae,f,fa,fa
vindemia_vindemiae,f,fa,fa
autocinetum_autocineti,n,fa,fa
crinis_crinis,m,fa,fa
discriminator_discriminatoris,m,fa,fa
potentia_potentiae,f,fa,fa
septimana_septimanae,f,fa,fa
apodyterium_apodyterii,n,fa,fa
aequor_aequoris,n,fa,fa
amphitheatrum_amphitheatri,n,fa,fa
apparitor_apparitoris,m,fa,fa
anulus_anuli,m,fa,fa
aquilo_aquilonis,m,fa,fa
benevolentia_benevolentiae,f,fa,fa
auspex_auspicis,m,fa,fa
altum_alti,n,fa,fa
adulescens_adulescentis,mf,fa,fa
sphaeristerium_sphaeristerii,n,fa,fa
filtrum_filtri,n,fa,fa
caterva_catervae,f,fa,fa
Golgotha_Golgothae,f,fa,fa
bestiarius_bestiarii,m,fa,fa
papilio_papilionis,m,fa,fa
captivus_captivi,m,fa,fa
cisium_cisii,n,fa,fa
collis_collis,m,fa,fa
caupona_cauponae,f,fa,fa
cista_cistae,f,fa,fa
diurnum_diurni,n,fa,fa
proseda_prosedae,f,fa,fa
commissatio_commissationis,f,fa,fa
diurnus_diurni,m,fa,fa
concubinus_concubini,m,fa,fa
coniunx_coniugis,mf,fa,fa
scortum_scorti,n,fa,fa
consultum_consulti,n,fa,fa
complexus_complexus,m,fa,fa
comptus_comptus,m,fa,fa
ambestrix_ambestricis,f,fa,fa
upupa_upupae,f,fa,fa
radiolus_radioli,m,fa,fa
melculum_melculi,n,fa,fa
tabanus_tabani,m,fa,fa
diverticulum_diverticuli,n,fa,fa
versio_versionis,f,fa,fa
monticola_monticolae,mf,fa,fa
sciurus_sciuri,m,fa,fa
vesania_vesaniae,f,fa,fa
analogia_analogiae,f,fa,fa
baco_baconis,m,fa,fa
meum_mei,n,fa,fa
glossa_glossae,f,fa,fa
abominatio_abominationis,f,fa,fa
fors_fortis,f,fa,fa
gyrus_gyri,m,fa,fa
fornix_fornicis,m,fa,fa
undula_undulae,f,fa,fa
ensis_ensis,m,fa,fa
monarchia_monarchiae,f,fa,fa
uncus_unci,m,fa,fa
cornicen_cornicinis,m,fa,fa
epistula_epistulae,f,fa,fa
flammeum_flammei,n,fa,fa
ferculum_ferculi,n,fa,fa
crudelitas_crudelitatis,f,fa,fa
cyathus_cyathi,m,fa,fa
difficultas_difficultatis,f,fa,fa
crotalum_crotali,n,fa,fa
dubium_dubii,n,fa,fa
eruptio_eruptionis,f,fa,fa
ferula_ferulae,f,fa,fa
fritillus_fritilli,m,fa,fa
factio_factionis,f,fa,fa
funus_funeris,n,fa,fa
fletus_fletus,m,fa,fa
fustis_fustis,m,fa,fa
frons_frontis,f,fa,fa
